"HOX424 CarboTax Day1 3","HOX424 CarboTax Day4 3","HOX424 CarboTax Day7 3","HOX424 CarboTax Day14 3","Molecule"
-0.0173135110000002,0.143071358,0.0806837960000006,-0.396607689,"AKT1"
-0.122443563000001,-0.0192379630000001,0.189469538000001,-0.379633147,"AKT1"
0.113921658000001,0.116116871000001,0.334412235,-0.0113613100000016,"AKT1"
0.301505912000001,-0.414485894,-0.133207981,0.191423431,"BRCA1"
0.488489452,0.192769708,-0.615279942,-0.114458891,"BRCA1"
0.115606148,0.184135985,-0.139084465,-0.168820492,"BRCA1"
0.311032005,0.509600695,-0.597629493,-0.16886752,"BRCA1"
0.252396276,0.230623893000001,-0.171052971,0.157242187,"CCNB1"
-0.63709802,-0.0704581399999995,0.416702390000001,-0.0217695500000001,"CCND1"
-0.225994780000001,0.00878664000000029,0.26314346,-0.0163084900000001,"CDH1"
0.0109898260000003,-0.0936991430000003,-0.174043943,0.0813537169999998,"CDK2"
0.0321368890000002,-0.034187975,-0.0631668179999991,-0.142969715000001,"CDK2"
-0.0826926109999997,0.190636254,0.0583109769999997,-0.224117301,"CDKN1B"
0.315460474,0.325731169000001,-0.344220673000001,0.340991984,"CDKN1B"
-0.164421969999999,0.20097397,0.138109050000001,-0.0546278700000009,"CLDN7"
-0.246015556000001,-0.185231801,-0.0105209409999993,0.280209428,"CTNNB1"
0.132267034,-0.119460796,-0.027643093,-0.23794592,"CTNNB1"
-0.386736963000001,-0.239927248999999,0.119567183000001,0.381659476999999,"CTNNB1"
0.033627278,-0.263030939,-0.128749008000001,0.122313914999999,"CTNNB1"
-0.0137971769999998,-0.213203808,-0.0361622079999995,-0.0298429270000007,"CTNNB1"
0.180575207,-0.431008975,0.077327779,0.158095296,"CTNNB1"
0.00706816600000071,-0.0429103389999996,-0.0396411890000001,-0.040482785,"CTNNB1"
0.26626292,0.0387755109999999,-0.295967337,-0.0538554580000001,"EGFR"
0.132345301,-0.188650416,-0.0471464780000002,-0.0463110420000001,"EGFR"
-0.0308366319999998,0.109896517,-0.0674889179999996,0.0582407050000002,"EGFR"
-0.0320279690000005,-0.242928442,0.132043569,-0.10687701,"EGFR"
-0.116863329999999,-0.111669124000001,0.0342077789999999,-0.233331194000001,"ERBB2"
0.079072354,-0.0248726460000004,-0.326913836999999,0.159300161,"ERBB2"
-0.0973824799999985,0.0967045400000011,-0.062179200000001,-0.0358482799999997,"ERBB2"
0.212081867,0.23361259,-0.261649714,0.178391469,"ERBB3"
-0.0720977739999995,-0.126553759,0.21241792,0.0187855110000008,"ERBB3"
0.417490468,0.0726379460000004,-0.196521419000001,-0.141464637,"ERBB3"
-0.0317099800000005,-0.321084342,0.077369633,-0.0254192360000003,"ERCC1"
-0.204687217,0.459697618,0.156747308,-0.143394946,"ERCC1"
0.0121247370000006,0.0518780259999998,-0.0918244720000008,-0.182731847,"ERCC1"
0.335572418,0.216006277999999,-0.152715458,0.0437108569999998,"ERCC1"
0.0149489060000008,0.139750540000001,0.0578978059999997,-0.0646087159999995,"ESR1"
0.0668559569999996,-0.196341135,0.285634635,-0.0065435220000003,"HIF1A"
-0.280847702,-0.234562462,-0.00204351399999947,-0.0895617919999996,"HIF1A"
0.288316564999999,-0.102945975999999,-0.217152859999999,0.139691472999999,"HIF1A"
0.314888723999999,0.164482903,0.211527043,0.493269411,"IGFBP3"
0.0554474379999998,0.217525368,0.445551338,0.238759754999999,"IGFBP3"
0.149246272,0.116965942999999,-0.0595990850000003,-0.00217173800000037,"MAPK1"
0.0885027219999994,-0.0637741589999994,-0.0892542819999997,0.214479443,"MAPK1"
0.189451266,-0.0578283700000002,-0.227993808,-0.100284177,"MAPK1"
0.144251011,0.143449089,-0.143138657,0.033937463,"MET"
-0.00923549399999946,0.0776063430000002,0.0625331579999999,0.259911936,"MLH1"
0.222230558,0.277253865,-0.0775621869999998,0.080391509,"MSH2"
0.445692051,0.363990198000001,-0.472151885,-0.0268163929999998,"MSH2"
-0.0851622859999992,0.0707086140000008,0.00448494399999966,-0.118991828,"MSH6"
0.0272978619999993,0.424267027000001,-0.268251121,0.0654772399999999,"MYC"
-0.140806091,-0.088299383999999,-0.184538655000001,0.228457676,"MYC"
-0.280210386,-0.206537853,0.124078450000001,-0.134778936,"NCOA3"
-0.0380204290000004,-0.32397033,0.091174992,0.0627772489999998,"NCOA3"
0.0483832270000004,-0.134807769999999,0.226873769,0.0812590059999998,"PGR"
-0.0847409130000001,0.180476011,0.330397948,-0.133961375,"PMS2"
0.00123005700000078,-1.88059999999268e-05,-0.186824519,0.430874095,"PMS2"
0.131787158,-0.130288385,0.0318285619999994,-0.153929519,"PMS2"
0.241833371,-0.032802782000001,-0.185133612,0.0121408459999994,"PTEN"
0.129354579999999,0.0743385300000003,-0.15264348,0.31147865,"RPS6"
-0.0988010600000013,-0.00566968000000045,0.0346680900000003,0.25594029,"RPS6"
-0.430063551,0.491504193,0.118125891999999,0.319029189,"SERPINE1"
0.235270503,-0.266424113,-0.105664895,0.0336885539999994,"VIM"
-0.0057303270000002,-0.0688653629999996,0.0206652970000007,0.420099133,"VIM"
