"HOX424 Control Day1 2","HOX424 Control Day7 2","HOX424 Control Day14 2","Molecule"
0.0464824510000001,-0.316867886,-0.177657723,"AKT1"
-0.122130275,-0.147111532,-0.0472968990000009,"AKT1"
0.371421592000001,0.0803292169999992,-0.566963739,"AKT1"
-0.0787571310000006,0.132239851,-0.148675341,"BRCA1"
0.0667283699999999,-0.0303823789999997,-0.00607484100000022,"BRCA1"
0.0328518259999999,-0.352691681,-0.307919518,"BRCA1"
-0.0301162330000002,0.630750544000001,0.484284277,"BRCA1"
0.338123449999999,0.434438494,-0.177645125,"CCNB1"
-0.536133980000001,-0.32918645,0.52627921,"CCND1"
-0.383354519999999,-0.148011839999999,0.46796028,"CDH1"
-0.208936443,-0.219566364,0.146615359,"CDK2"
-0.206134595,-0.168638567999999,0.234244684,"CDK2"
0.10343827,-0.316872987,0.0650738229999996,"CDKN1B"
0.237443315,-0.278358576,-0.0445195259999984,"CDKN1B"
-0.277962070000001,-0.12630371,0.351662230000001,"CLDN7"
-0.127010789,-0.45835194,0.144955696,"CTNNB1"
-0.0345704729999996,-0.000932457999999414,0.0860053399999998,"CTNNB1"
-0.456015280999999,-0.0615992490000004,0.226556593,"CTNNB1"
-0.229991236,0.048490597999999,0.230916905999999,"CTNNB1"
0.125963128,-0.469886682,0.128512237000001,"CTNNB1"
-0.189453537,0.0542916880000002,0.182071211,"CTNNB1"
0.185471811,-0.237884581,-0.34401083,"CTNNB1"
-0.121659926,-0.381808237,-0.329152733,"EGFR"
-0.0914229280000001,-0.092423299,0.0735081280000003,"EGFR"
0.168338788000001,-0.0796692329999997,-0.0134378550000003,"EGFR"
-0.165111188,0.686854044,0.27195101,"EGFR"
0.286269448,-0.395474493,-0.0256520199999999,"ERBB2"
-0.240064683,-0.183679832,0.395045036,"ERBB2"
-0.167978360000001,-0.0987082400000006,0.0807547799999995,"ERBB2"
-0.255758986,-0.300295747000001,-0.0833476019999999,"ERBB3"
0.00994255700000046,-0.556490711,0.0718353999999994,"ERBB3"
0.0825227870000003,-0.128564506999999,0.206146579,"ERBB3"
-0.0184752910000006,-0.299648861,0.0264103160000007,"ERCC1"
0.017610822,0.118180715,-0.164381829000001,"ERCC1"
-0.0282739909999998,-0.126501952,0.228820997,"ERCC1"
0.0237368050000004,0.261546191,0.381942531,"ERCC1"
-0.166695702,-0.137080641,0.267049444,"ESR1"
0.257929272,0.394691451,-0.063839701,"HIF1A"
0.131566954,0.393416728,-0.058453149,"HIF1A"
-0.0209867260000003,0.422601137999999,0.0979116250000001,"HIF1A"
-0.970170232999999,0.00805031099999987,0.872290870999999,"IGFBP3"
-0.821686639000001,-0.0636317000000002,0.798038725,"IGFBP3"
-0.169667120000001,0.129338615,0.150057935,"MAPK1"
0.310718956,0.210927923,-0.0977632559999995,"MAPK1"
0.156710862,0.122116065,-0.0048633640000002,"MAPK1"
-0.167844946999999,0.393427128999999,0.300666737999999,"MET"
-0.0560997920000004,0.0984128339999994,0.0828655659999997,"MLH1"
0.152193559000001,0.53027255,-0.235300521,"MSH2"
-0.0212749049999994,0.0474144190000008,-0.230135668,"MSH2"
0.0038727509999994,-0.118792571,-0.070101009,"MSH6"
0.421316258999999,0.944593754,-0.294146444999999,"MYC"
0.403652207,0.96233821,-0.142339400000001,"MYC"
-0.065036834999999,0.175617040999999,0.277088845,"NCOA3"
0.162968669,-0.0698102709999997,-0.171748969999999,"NCOA3"
-0.084417502,-0.176717733,0.160942169999999,"PGR"
0.0683896270000002,0.46660713,0.0668857129999996,"PMS2"
-0.0804337220000004,-0.00934895199999985,-0.175383759999999,"PMS2"
-0.151248986000001,0.203482735000001,0.0704065219999999,"PMS2"
0.0388683240000001,-0.172055752,-0.0230919319999989,"PTEN"
0.0517512599999996,0.0980251400000007,0.0491817300000008,"RPS6"
0.120182779999999,0.14242365,0.18699391,"RPS6"
-0.469911982999999,0.341508423000001,0.221517844,"SERPINE1"
0.139007227,-0.272890576,-0.0352881099999998,"VIM"
-0.618175232,0.277933254,0.266315542,"VIM"
