"HOX424 CarboTax Day1","HOX424 CarboTax Day2","HOX424 CarboTax Day4","HOX424 CarboTax Day7","HOX424 CarboTax Day14","Molecule","HOX424 CarboTax Day1 adj.p.val","HOX424 CarboTax Day2 adj.p.val","HOX424 CarboTax Day4 adj.p.val","HOX424 CarboTax Day7 adj.p.val","HOX424 CarboTax Day14 adj.p.val"
0.342050968841123,0.34023146150815,0.339130477644713,0.419036569220659,0.371671626393517,"AKT1",0.00604808084830625,1.283486528591e-05,8.29979547227715e-07,0.0262715998239859,0.0720186283936579
1.58844357811626,1.56670340604118,1.57105515183729,1.5557336279755,1.60868300678926,"AKT1",0.00138118938142407,7.56721044341511e-16,7.17759645568794e-12,0.0262715998239859,0.0323158265522665
1.6336572510061,1.58733416905791,1.57757726200843,1.61292185290438,1.61828132083649,"AKT1",0.00138118938142407,5.86920270479484e-16,5.7152946954728e-12,0.0262715998239859,0.0323158265522665
0.480289589960444,0.407140615021387,0.497341759267844,0.433815594611725,0.535956114876249,"BRCA1",0.00212571498042288,2.09906594886933e-05,3.10854457802136e-06,0.052277564183115,0.0414103400389637
1.02782089492436,1.15016179261626,0.998638818044921,1.00115797356909,1.00501012484671,"BRCA1",0.00138118938142407,6.65133767177875e-14,5.6354953056969e-10,0.0262715998239859,0.0323158265522665
0.442494484225487,0.378543742462405,0.437984116879063,0.509981647582234,0.474988843905451,"BRCA1",0.00490970300810053,2.58474770052143e-05,3.00176618430821e-05,0.0262715998239859,0.0579775890560613
0.857446366125403,0.98541408306625,0.843481586389643,0.90336824445868,0.819827765838946,"BRCA1",0.00138118938142407,8.86910120279987e-13,7.68795574656124e-09,0.0262715998239859,0.0323158265522665
1.27774161570198,1.3360102096185,1.33693077922102,1.32003241505837,1.26319624093198,"CCNB1",0.00138118938142407,6.22966670768899e-15,3.31945981760473e-11,0.0262715998239859,0.0323158265522665
1.82604264430286,1.7851550317949,1.82327663514442,1.85942088235193,1.80611494102205,"CCND1",0.00138118938142407,1.43545496130307e-16,3.6580660359492e-12,0.0262715998239859,0.0323158265522665
1.81253205231607,1.76928065659327,1.79706670575393,1.80720699188906,1.80868571823486,"CDH1",0.00138118938142407,1.43545496130307e-16,3.6580660359492e-12,0.0262715998239859,0.0323158265522665
0.764182172746186,0.81155077748437,0.730487148080087,0.750525106800126,0.819439488469443,"CDK2",0.00138118938142407,6.6021595379115e-11,1.18467848012918e-09,0.0272108425874094,0.0323158265522665
1.54215463388337,1.50721651292155,1.48082015598898,1.4995029386361,1.55796497844529,"CDK2",0.00138118938142407,1.14802175542415e-15,8.29355858485255e-12,0.0262715998239859,0.0323158265522665
1.25889586203769,1.22118921977621,1.22115652847497,1.17786732670488,1.30579806573352,"CDKN1B",0.00138118938142407,2.74303266867728e-14,1.01196356397472e-10,0.0262715998239859,0.0323158265522665
1.39593055718347,1.42376721338138,1.44235464259743,1.45975584947416,1.32681286919787,"CDKN1B",0.00138118938142407,2.2637921308581e-15,1.16449868236468e-11,0.0262715998239859,0.0323158265522665
1.80608959827578,1.74947178213162,1.76811854236023,1.80367873458169,1.79885139329084,"CLDN7",0.00138118938142407,1.64307475935173e-16,3.6580660359492e-12,0.0262715998239859,0.0323158265522665
0.378690392623803,0.643077869398346,0.672707639531692,0.718926958122322,0.232500594098203,"CTNNB1",0.0172679720661974,4.10796889577055e-09,2.24864191776515e-08,0.038429856417751,0.271302166594483
0.0662668594774493,0.125329979146861,0.10793913637855,0.0773254334654981,0.0668296080434815,"CTNNB1",0.211759977609688,0.0403154171887632,0.0119697360886769,0.435085255257539,0.506334497560248
1.39798929747041,1.34793338931921,1.40742896755913,1.38653203722645,1.44616008079704,"CTNNB1",0.00138118938142407,6.22966670768899e-15,1.01196356397472e-10,0.0262715998239859,0.0323158265522665
1.31489923941757,1.31066918657343,1.393007741844,1.32473698881463,1.35756365866003,"CTNNB1",0.00138118938142407,9.72335699042058e-15,3.31945981760473e-11,0.0279540196287513,0.0323158265522665
0.372787457143763,0.409377180480017,0.422477887676622,0.321883924072591,0.430302197423314,"CTNNB1",0.00217899130497507,1.00173637882896e-05,1.98670301431212e-06,0.157541351436196,0.0345831162789143
0.161105248105241,0.165541233301624,0.194996363958263,0.20428113914059,0.158587343239426,"CTNNB1",0.0169965016350065,0.00871576126647727,0.00165001068746529,0.113363774779464,0.199042105384194
0.155590566398267,0.100103218497585,0.253965677865766,0.144606547708512,0.161593515655916,"CTNNB1",0.0446325592610075,0.0905280212273598,3.02522692728108e-05,0.332643490882735,0.249294438474212
0.50596937247073,0.577206165213822,0.456790410326703,0.500892845688492,0.513482979125308,"EGFR",0.00147569633860517,5.58337267875947e-09,2.57848332685183e-05,0.0408156135571515,0.0323158265522665
0.0586258776384631,0.0495889060756449,0.0388431843966623,0.0976460343086951,0.0472349189185142,"EGFR",0.234867040923649,0.389011275852002,0.194748169514655,0.332643490882735,0.633371498747143
0.0906378241919768,0.137750451439419,0.0449865156287096,0.112174872985998,0.0887782875173643,"EGFR",0.0769835648601274,0.0263125722115131,0.231479980202187,0.297152135958097,0.384704628825735
0.924932458847824,0.903999208426921,0.875446757786744,0.955169068130529,0.972278570765903,"EGFR",0.00138118938142407,9.06965750128284e-12,5.96523755880729e-10,0.0262715998239859,0.0323158265522665
0.321564250061184,0.333217171135207,0.28479508316534,0.393444124654978,0.321238046180383,"ERBB2",0.00184986223060836,4.2888107758531e-05,3.04839040685764e-05,0.0290249165494213,0.0332598180563508
