"OV1002 Carbo Day1 2","OV1002 Carbo Day2 2","OV1002 Carbo Day4 2","OV1002 Carbo Day7 2","OV1002 Carbo Day14 2","Molecule"
-0.173055110064516,0.153662388177441,0.16495751932628,0.00486228383472964,0.124740575725541,"AKT1"
-0.0123943425990374,-0.0598861640751451,-0.0184269613276298,0.00847997325333738,0.0137839260672847,"AKT1"
-0.0231709099316617,-0.0680760042019914,-0.0384231000837785,0.00988089479378029,-0.0592427242254436,"AKT1"
0.0462085766259777,0.0793032100532108,-0.027489835917753,0.00911666507414199,0.0111481691810946,"BRCA1"
0.0672923795064813,-0.0362385322574955,-0.171400932378039,-0.0594326960578558,0.0637255932054995,"BRCA1"
-0.0507041485279774,-0.0945432791442311,-0.0193797511900337,0.0325095165024096,-0.0106670890394874,"BRCA1"
0.0407388219813811,-0.0863730475854901,-0.0586814999286742,-0.0768238262599582,0.173346464614723,"BRCA1"
-0.00816136037227078,-0.00111941283841954,0.0154579161071089,0.00710246368894607,0.13091246140481,"CCNB1"
-0.000749227805088459,-0.00960373849293772,0.0418170120584651,0.132938778325331,0.0301439474523915,"CCND1"
-0.00228054151505375,-0.0863149884406955,-0.0106139087586046,0.0172667425949484,-0.0352512692894431,"CDH1"
-0.141518672248161,-0.107642112214125,-0.0350466737552617,-0.0814940144701262,-0.0695690545638193,"CDK2"
0.0199809604798551,-0.0931154262737761,-0.0998023810497293,-0.00933660859390395,0.00447285077358228,"CDK2"
-0.0395685861293278,-0.0214621712157277,-0.0502140585007174,0.00580034224335324,0.0146246285828666,"CDKN1B"
0.0605271316452465,0.0157149429503229,-0.0698525127371217,-0.0245141636785753,0.16574238534434,"CDKN1B"
-0.0229955348707178,-0.0952946973075934,-0.0288296007797881,-0.0197168653926219,-0.0821231705616081,"CLDN7"
-0.198576847407993,0.0859439995637774,-0.0687209271195936,-0.0519698285761063,0.123389153364206,"CTNNB1"
0.0381917830275751,-0.128263115340655,-0.157369522565842,-0.0891440814910694,0.0275496089639594,"CTNNB1"
0.0197351209458734,0.0797450298405018,0.0614387075247147,-0.0454545542673193,-0.0375810028872647,"CTNNB1"
-0.0385684756585112,0.0056549059498483,0.0330931625838939,-0.069514664451285,-0.0457365421124045,"CTNNB1"
-0.132883253670452,0.126637710770299,0.0526743955175074,0.120287705835719,-0.0492693039399067,"CTNNB1"
0.0370212458786683,-0.0836755975911507,0.0354887082412176,-0.0090880631974383,0.123006456636111,"CTNNB1"
0.0793498196941935,-0.0872594808533395,-0.26616111880948,0.03697802920218,0.0214745708534587,"CTNNB1"
-0.0234715607541252,0.0242789165679933,0.0337674978793228,0.0861612026293666,0.0383575842795693,"EGFR"
-0.0771014437071597,0.0100136397114615,-0.0220944508008116,0.0556049902190544,-0.0517447306019289,"EGFR"
0.185358279646353,0.0138109557274438,0.0610109569710373,0.0644082454649542,-0.145040407225664,"EGFR"
-0.0145831993994494,0.00453928593959929,0.0669255720781319,0.1035265532405,-0.0261509932601559,"EGFR"
-0.00571771763130047,0.0136258088462862,0.044712289700991,-0.015322432634952,-0.071316302159796,"ERBB2"
0.0144746821320079,0.00324918151375189,0.00646139430429853,0.136699432535293,0.0883284530517775,"ERBB2"
0.0331522220508806,-0.104343536797511,-0.0992656712256019,-0.0276620125524414,0.0428991209373433,"ERBB2"
0.121126939073272,-0.0777048620797415,-0.126990744180496,0.0187090427988899,-0.0316345708574922,"ERBB3"
0.0328681699619517,-0.0751331902078558,-0.02984344727278,-0.0251563109204809,-0.0371869680389663,"ERBB3"
0.111806980430031,-0.0205926783045807,-0.0738115053358588,0.088701106799688,0.161082762181956,"ERBB3"
-0.111317023238741,0.241156171578338,-0.143792847333514,-0.185418048488386,0.0172526736221796,"ERCC1"
0.0220975189315052,0.15046642244348,-0.108726929033886,0.0401529140683415,-0.00544486532201482,"ERCC1"
-0.000409453053318076,0.0646671072982841,-0.0107499393946553,-0.0580893340472541,-0.00225539040941003,"ERCC1"
-0.0309467445743321,0.0117936800070779,0.0249207607582955,-0.0155324304609605,-0.0854928317939525,"ERCC1"
0.0420290410560702,-0.0952576075237972,-0.0984968702268338,-0.0763519431387354,-0.0399591802851798,"ESR1"
-0.0897373356273273,-0.0166208102148991,-0.00171940486992772,0.0796996783369071,0.128191195045095,"HIF1A"
-1.02974411240186e-05,-0.022871022963891,0.145944874133312,0.11891047724694,-0.00664507277511972,"HIF1A"
0.101391876679284,0.0448356461106867,0.00332721702107097,0.158700998031915,0.0611801532581724,"HIF1A"
0.0508919474824721,0.215346404614097,0.19968647784515,0.145479111897263,0.109609719243232,"IGFBP3"
0.0216806199546182,0.259884625789488,0.220897129081525,0.126661103246445,0.0531035109829041,"IGFBP3"
-0.0195036548060215,-0.165229319008246,-0.0149567139433121,0.109905853771438,-0.0777068365973103,"MAPK1"
0.027986134008016,-0.036961214689435,0.193263059616274,-0.00975342075726859,-0.19789268654753,"MAPK1"
-0.0148460245696344,-0.0808502718700078,0.140070053093569,2.09186096531422e-05,-0.0131674308867206,"MAPK1"
0.0328851474347427,0.108169069697544,0.0621302942065465,0.13668851245846,-0.00208606568471281,"MET"
0.108903595905435,-0.0434561719326731,-0.0859516156773816,-0.037506954913586,-0.122154902877399,"MLH1"
-0.0723587506655584,0.103668820196732,-0.0513298870253883,-0.100794136494329,0.0288221327273769,"MSH2"
0.0198660400651611,-0.226670213285584,0.112819910484825,-0.100246129382372,0.00554629145760449,"MSH2"
0.0482362563152143,-0.0422381979935931,-0.0114508171507206,-0.0562942003499631,0.043837621075187,"MSH6"
