"OV1002 Control Day1 1","OV1002 Control Day7 1","OV1002 Control Day14 1","Molecule"
-0.518171166,0.275208332,0.517675677,"AKT1"
0.182661149999999,0.374441189999999,0.0765866630000005,"AKT1"
-0.0377696300000014,-0.056756459999999,-0.0621119500000002,"AKT1"
-0.0709860459999998,0.355595954,0.231171686000001,"BRCA1"
-0.0276474929999999,0.310958552,0.0634149449999999,"BRCA1"
-0.206823103,-0.362103173,0.0203769179999993,"BRCA1"
-0.164636124,-0.67810511,-0.0112486179999998,"BRCA1"
0.180318051,-0.235889542000001,-0.0153934190000005,"CCNB1"
0.117487969999999,0.39263562,-0.00787820999999944,"CCND1"
-0.0303964200000006,-0.0938723299999999,-0.162281370000001,"CDH1"
0.0150437859999997,0.396487122,-0.317988752,"CDK2"
-0.0232526150000005,-0.446400354,-0.0776908939999998,"CDK2"
0.0776457799999992,0.238976387,0.122178187999999,"CDKN1B"
0.188303136,0.0288396770000006,-0.093200897,"CDKN1B"
-0.397027561,-0.230145179999999,0.0294412500000014,"CLDN7"
0.16972656,0.0333895050000006,-0.212133483,"CTNNB1"
-0.197843206,-0.104302386000001,-0.22765534,"CTNNB1"
-0.0848427870000004,-0.0795617429999993,-0.263379384999999,"CTNNB1"
-0.0418709049999997,-0.225711039,-0.235138222000001,"CTNNB1"
0.0682591910000001,0.112818154,-0.102861676,"CTNNB1"
0.173242203,-0.228088559,-0.307547229,"CTNNB1"
0.136380176,-0.0728200860000001,-0.0659044120000001,"CTNNB1"
-0.102829057,0.0419180570000002,0.0852128319999998,"EGFR"
-0.0598178699999998,-0.109692037,0.00282686799999965,"EGFR"
0.117543731,-0.0795615300000003,0.0451907140000003,"EGFR"
-0.0016151880000006,0.100065088,0.301455808,"EGFR"
-0.0323592809999997,0.179201424,0.0939923,"ERBB2"
-0.0442951749999994,-0.0261086669999999,-0.0064596339999996,"ERBB2"
0.114031298,-0.185786386,-0.235827633,"ERBB2"
0.103831594,0.329500239000001,0.150234413,"ERBB3"
-0.239324097000001,-0.28239486,-0.110315506999999,"ERBB3"
-0.454803342,-0.169461021,-0.156810214,"ERBB3"
0.328781598,0.0721975799999992,-0.0520744440000005,"ERCC1"
0.148748502999999,0.337417735,0.113087301999999,"ERCC1"
0.0371860010000002,0.292094704,0.238911475,"ERCC1"
0.088493080000001,-0.042965208,0.0566990860000001,"ERCC1"
-0.0267775459999999,-0.341624065000001,-0.235167034,"ESR1"
-0.119912680000001,-0.450392577,0.054453251,"HIF1A"
-0.441479067,-0.61640526,0.0938865450000002,"HIF1A"
0.0493459190000003,-0.505422907,0.36882584,"HIF1A"
-0.25553418,0.90434189,1.275205852,"IGFBP3"
-0.508920141999999,1.017967785,1.537242654,"IGFBP3"
-0.118070092,-0.286438477,0.243054456,"MAPK1"
-0.168215542,0.0420858900000001,-0.018482863,"MAPK1"
0.0972217070000001,0.0102978579999995,-0.00870815300000061,"MAPK1"
0.211513451,0.0189647170000002,0.176467071999999,"MET"
-0.255981969,0.109734085,0.014830237,"MLH1"
0.0258473129999999,0.0603002240000006,-0.166335503,"MSH2"
-0.0741383530000004,-0.148145121000001,-0.000503172000000163,"MSH2"
-0.261260305,-0.171922122,-0.0651986600000001,"MSH6"
-0.0650262240000004,0.425705344999999,0.0336511050000006,"MYC"
0.319986614999999,-0.0931019519999996,0.0914204280000011,"MYC"
0.245151238,-0.172893078,0.110441843,"NCOA3"
-0.00194836000000009,0.209549897,-0.0322069540000003,"NCOA3"
0.105860185,-0.0841711549999999,0.0311453259999999,"PGR"
-0.0610700810000004,0.16748008,-0.147175091,"PMS2"
-0.299508725000001,0.278795685,-0.370435564999999,"PMS2"
-0.174911868,0.0173404389999998,-0.10187159,"PMS2"
-0.262418980000001,0.202276950000001,0.115122451,"PTEN"
-0.00257777000000026,0.0395062600000013,0.20957611,"RPS6"
0.0198413399999993,0.00167770000000012,0.0358823700000013,"RPS6"
-0.0368564100000004,0.169931301999999,0.206620751,"SERPINE1"
-0.0952147599999993,-0.360790079999999,0.56904847,"VIM"
0.223681453000001,0.00243020999999999,0.406008849999999,"VIM"
