"OV1002 Carbo Day1 3","OV1002 Carbo Day2 3","OV1002 Carbo Day4 3","OV1002 Carbo Day7 3","OV1002 Carbo Day14 3","Molecule"
2.46444997412691,2.49452082511373,2.58226665219755,2.54748595509981,2.46444997412691,"AKT1"
3.24417327042755,3.32847050777526,3.3001425897137,3.2775744505555,3.38620937052632,"AKT1"
3.3001425897137,3.40864216577564,3.32847050777526,3.38620937052632,3.40864216577564,"AKT1"
2.56910613080458,2.67431031887822,2.55889291291797,2.52902573497507,2.58226665219755,"BRCA1"
2.73103343296509,2.71624233690494,2.73103343296509,2.73103343296509,2.74862251937681,"BRCA1"
2.55889291291797,2.52902573497507,2.51881264922974,2.6259864589759,2.6589363565952,"BRCA1"
2.58226665219755,2.64078170162887,2.6259864589759,2.5971621144071,2.70312326734325,"BRCA1"
3.01943908347727,2.99355483914712,3.0852299748186,3.16340247265061,3.13430684894822,"CCNB1"
3.55253772584203,3.3001425897137,3.55253772584203,3.55253772584203,3.32847050777526,"CCND1"
3.40864216577564,3.55253772584203,3.38620937052632,3.44141934666696,3.55253772584203,"CDH1"
2.8640253939867,2.8640253939867,2.84768910891706,2.90072338505105,2.83248604352084,"CDK2"
3.22987894607329,3.20197879365459,3.2775744505555,3.24417327042755,3.2775744505555,"CDK2"
2.90072338505105,2.9359578240166,2.83248604352084,2.84768910891706,2.88507839139755,"CDKN1B"
2.84768910891706,2.90072338505105,2.92019935660167,2.79211933830568,2.90072338505105,"CDKN1B"
3.2775744505555,3.2775744505555,3.24417327042755,3.32847050777526,3.44141934666696,"CLDN7"
2.39553985197135,2.46444997412691,2.45621137564512,2.48744393523453,2.50293837462382,"CTNNB1"
2.43849814013374,2.45621137564512,2.41409397254346,2.46444997412691,2.44694578859473,"CTNNB1"
2.97095280643687,2.97095280643687,2.95194691433768,2.95194691433768,2.97095280643687,"CTNNB1"
2.9359578240166,2.92019935660167,2.81375827879612,2.92019935660167,2.84768910891706,"CTNNB1"
2.61180355307462,2.5383583522294,2.5383583522294,2.49452082511373,2.52902573497507,"CTNNB1"
2.44694578859473,2.56910613080458,2.47271035548191,2.51056919633973,2.45621137564512,"CTNNB1"
2.4801691705482,2.47271035548191,2.48744393523453,2.45621137564512,2.4801691705482,"CTNNB1"
2.6259864589759,2.5971621144071,2.61180355307462,2.6589363565952,2.64078170162887,"EGFR"
2.41409397254346,2.39553985197135,2.39553985197135,2.44694578859473,2.42727975596447,"EGFR"
2.42727975596447,2.48744393523453,2.43849814013374,2.42727975596447,2.39553985197135,"EGFR"
2.6589363565952,2.61180355307462,2.64078170162887,2.67431031887822,2.5971621144071,"EGFR"
2.49452082511373,2.55889291291797,2.52902573497507,2.47271035548191,2.49452082511373,"ERBB2"
2.45621137564512,2.41409397254346,2.44694578859473,2.41409397254346,2.43849814013374,"ERBB2"
3.16340247265061,3.21823074739713,3.18579038000884,3.21823074739713,3.25676710081491,"ERBB2"
2.67431031887822,2.6259864589759,2.6589363565952,2.61180355307462,2.6259864589759,"ERBB3"
3.18579038000884,3.16340247265061,3.21823074739713,3.22987894607329,3.21823074739713,"ERBB3"
2.51881264922974,2.51056919633973,2.50293837462382,2.56910613080458,2.54748595509981,"ERBB3"
