"HOX424 Carbo Day1 2","HOX424 Carbo Day2 2","HOX424 Carbo Day4 2","HOX424 Carbo Day7 2","HOX424 Carbo Day14 2","Molecule"
5.848056871,5.814421237,5.877077143,5.940454027,6.00387234,"AKT1"
8.838943755,8.750037564,8.832533631,9.144375779,9.026167058,"AKT1"
9.352709505,9.122980065,9.206861615,9.212084142,9.32826316,"AKT1"
5.886114738,6.076844695,5.820726023,5.979076444,5.947905928,"BRCA1"
7.14157019,7.37836186,7.423776436,7.233387195,7.152367247,"BRCA1"
5.778969174,5.615222106,5.95495065,6.066458866,5.842297355,"BRCA1"
6.651364905,6.93153786,7.06291174,6.969198186,7.06187039,"BRCA1"
8.151446762,8.381197462,8.428283919,8.296607755,8.138925521,"CCNB1"
11.1660389,10.85997949,10.82293742,11.34971318,10.64151357,"CCND1"
10.56090795,10.64076404,10.4945741,10.83173077,10.52759425,"CDH1"
6.430740029,6.302145317,6.422408918,6.672759457,6.74073783,"CDK2"
8.733235679,8.419142499,8.720264922,8.749937532,8.997592357,"CDK2"
7.663033058,7.932360296,7.428459251,7.29864686,7.725383551,"CDKN1B"
8.707341614,8.561593252,8.142643374,8.143249469,8.586492864,"CDKN1B"
10.16562014,10.59906725,10.90811435,10.5849659,10.66313315,"CLDN7"
6.474410187,6.740710327,6.670504096,6.507951813,6.28651629,"CTNNB1"
5.363239182,5.464994893,5.221122006,5.386867245,5.567589666,"CTNNB1"
8.157019889,8.176756576,8.530760042,8.644726992,8.454692837,"CTNNB1"
8.003190651,7.999016155,8.237750703,8.424519655,8.197256511,"CTNNB1"
5.763494296,5.672490727,5.885560357,5.908431279,5.711413975,"CTNNB1"
5.694425166,5.667964384,5.77795742,5.774191597,5.451390153,"CTNNB1"
5.695012075,5.434361291,5.45353845,5.498979859,5.593067871,"CTNNB1"
6.131246603,6.226778725,5.944529803,6.146883948,6.137720777,"EGFR"
5.21609634,5.350996102,5.456406826,5.288150845,5.251629377,"EGFR"
5.382662968,5.479071283,5.12466462,5.342793719,5.412512084,"EGFR"
6.984155592,6.816195388,7.011392192,6.884791319,6.716543112,"EGFR"
5.552870242,5.718837466,6.00098246,5.491479761,5.680797154,"ERBB2"
6.121475364,6.304620124,6.677581999,6.741420614,6.460210263,"ERBB2"
13.76844495,13.7261259,13.4510318,13.98663298,13.55571153,"ERBB2"
6.261152047,6.623282606,6.562894747,6.313202768,6.654551759,"ERBB3"
9.608011886,9.937943966,9.323482607,9.459819692,9.54197708,"ERBB3"
5.461228328,5.811320024,5.702761456,5.566455231,5.752121619,"ERBB3"
5.547621558,5.475923341,5.540116394,5.713419727,5.527815813,"ERCC1"
5.503297625,5.82448102,5.56893655,5.673849562,5.696548867,"ERCC1"
7.041166601,6.850014766,6.710547913,6.881817195,6.9145488,"ERCC1"
6.86322083,6.56531776,6.559694294,6.782884208,6.643477551,"ERCC1"
5.92050314,5.592265472,5.589326533,5.807420315,5.509093351,"ESR1"
6.882436339,6.853094184,6.869646252,6.95100765,7.055324152,"HIF1A"
7.263067131,7.336352835,7.553785087,7.159824746,7.598936862,"HIF1A"
8.533513104,8.624299341,8.448918363,8.272966488,8.935968505,"HIF1A"
7.530649677,9.036330388,8.478937881,8.164874053,9.879141777,"IGFBP3"
7.056745256,8.428295106,7.822689472,7.504068454,9.416206614,"IGFBP3"
5.940048327,6.157568389,6.40555772,5.913744907,6.135413663,"MAPK1"
6.52802636,6.307424085,6.476632376,6.74549303,6.304686174,"MAPK1"
7.042950695,7.129209501,7.102794351,6.943187285,6.895459289,"MAPK1"
7.991108933,8.115674696,7.832765335,7.936689885,7.80070362,"MET"
7.786905172,7.515665339,7.692344883,7.996365146,7.879350602,"MLH1"
6.760874928,6.510374117,6.971364541,6.710912495,6.856065859,"MSH2"
6.343480543,6.166947534,6.290505084,6.311603866,6.181436337,"MSH2"
9.097972826,8.90827927,9.159451643,9.168129073,9.056063566,"MSH6"
9.560754296,9.576600973,9.758365949,9.527026477,9.500040823,"MYC"
8.841499996,9.051052452,9.279969486,8.899655889,8.930458395,"MYC"
9.133682124,9.004954698,8.994790277,8.838909316,9.022324734,"NCOA3"
5.59975235,5.742004955,5.743815888,5.747922789,5.807882231,"NCOA3"
5.275411215,5.419984016,5.370703251,5.263108397,5.388281448,"PGR"
5.612608203,5.827806377,5.592532361,5.397639743,5.712390734,"PMS2"
8.884893225,9.122079486,8.890243764,8.776625845,8.705458808,"PMS2"
5.894531184,5.504473881,5.853950593,5.544649128,5.614637546,"PMS2"
8.152898091,7.86624147,8.098189175,8.08631244,7.94405441,"PTEN"
13.19843231,12.99272614,13.00576715,12.59542128,13.33357095,"RPS6"
12.83161473,12.66094057,12.66212777,11.82596153,12.87802958,"RPS6"
5.837018044,5.950134903,5.807456293,5.914751407,5.837292379,"SERPINE1"
7.51612615,7.181020367,7.189497345,7.729424106,7.612360794,"VIM"
6.171351326,6.119137867,6.314994792,6.595059054,6.271993156,"VIM"
