"OV1002 Carbo Day1","OV1002 Carbo Day2","OV1002 Carbo Day4","OV1002 Carbo Day7","OV1002 Carbo Day14","Molecule"
0.24616582486127,-0.0475743498456576,0.226171567488982,-0.0342463308305557,0.507143898790718,"AKT1"
-0.103737740080414,-0.00539929688032603,0.0825825796788782,-0.0180402144428018,1.77513302374949,"AKT1"
-0.00545535155658428,-0.0357723185427168,0.0637234444018524,0.02806741175017,1.84124181182483,"AKT1"
0.0264317971479267,0.0381590693627788,0.0354355834220804,0.123703904886327,0.485567942942791,"BRCA1"
-0.0868891584055037,-0.0078812036837983,0.103308007927201,0.0989674638186576,0.774019879228165,"BRCA1"
-0.151980545561818,-0.171482165080309,-0.0694068637105899,0.0746639928382755,0.413387767777571,"BRCA1"
-0.178835976849784,0.00633587535504798,0.155941925088064,0.216998857672172,0.645009421964058,"BRCA1"
-0.0620672832776634,-0.200931145286976,0.2829297165992,0.108154889136929,1.52849765463126,"CCNB1"
0.0245725135304364,-0.0995841343438217,-0.076887406549899,-0.148787086310412,1.93214312283698,"CCND1"
-0.00977739894132079,-0.0581546489285847,0.0563598916023869,0.0410099007102913,1.93237697666129,"CDH1"
-0.0774395335379096,0.126632569173362,0.0456752659914779,-0.163758031822538,1.0019686646391,"CDK2"
-0.064302236427747,0.0311745522095144,0.105439123020846,0.0180570722115208,1.78094047920539,"CDK2"
0.084182310194302,0.0709686913562912,0.0685950547001473,0.0569584464972239,1.12667159359373,"CDKN1B"
-0.0157151248693947,0.168138718470335,0.128826662107309,0.170069862166639,1.04815243299237,"CDKN1B"
-0.0596886900866764,-0.0845315934341127,0.000653234840307215,0.0358010837483083,1.76314910193733,"CLDN7"
-0.129663918811859,0.191248342675154,0.0818441937507138,-0.00345414497397534,0.0966438479646996,"CTNNB1"
-0.0384379602483561,-0.132089657387725,0.0273602232424381,-0.104744790993202,0.188295637239763,"CTNNB1"
-0.126322715739341,-0.0209396477617236,-0.00815472380046467,-0.0578493017591277,1.17292029042896,"CTNNB1"
-0.0194216642240521,-0.024036233488574,-0.0299258132038369,0.0122548106657949,1.0883622021335,"CTNNB1"
-0.0998595777133398,0.201856806536025,-0.143150671096527,-0.056697823254959,0.36069265469793,"CTNNB1"
-0.0698962255471995,-0.107542073644189,0.0510046956975609,-0.0779037813382251,0.174503625514925,"CTNNB1"
0.0845750656507028,0.22854294465563,0.234009816568056,-0.045519119055789,0.210305007819242,"CTNNB1"
0.0819245808119533,-0.0131769138546188,0.0769215163747902,0.102415422296841,0.489865377352218,"EGFR"
-0.0488370424217497,0.171187106059419,0.0294469028969341,0.237150511082854,-0.0161689110636208,"EGFR"
0.0702697441587011,0.035535354789694,0.13152084088233,0.0505656318217598,0.109477454089096,"EGFR"
0.123399837139591,0.0372718500006201,-0.0994234856031615,-0.0102032512737096,0.537763460981631,"EGFR"
-0.0844401901529293,0.160516210798741,-0.166822266888809,-0.0291058476353012,0.239318547699886,"ERBB2"
-0.0261636156162357,-0.0426282811892562,-0.156267560524287,-0.00775185013341828,0.230971044589559,"ERBB2"
-0.0559854990412065,-0.0941781765572984,0.0948945731105224,0.14604106016228,1.72321950738649,"ERBB2"
0.0980489517869549,0.042692794949322,-0.0597655851333025,-0.00831245842676986,0.53681869785962,"ERBB3"
-0.0769357136310989,-0.0646125415381826,0.0807577634084651,0.0882896969497873,1.61086564406663,"ERBB3"
-0.000654960330062571,-0.113482889500949,-0.040205319124017,-0.0310639020541095,0.232105723976468,"ERBB3"
0.108449449919158,-0.309215899043443,0.0640952481698815,0.0912728419949315,0.334288144840784,"ERCC1"
0.22592214599409,0.0741399117758889,-0.122654933993702,-0.0691352320728201,0.593175533771767,"ERCC1"
0.0144407930971884,0.072096213959266,-0.0985384976477306,0.0449178952718459,1.28088748777563,"ERCC1"
-0.004215858963176,0.0933566922849991,-0.0414549260814752,0.0500766002369537,1.29279599582734,"ERCC1"
-0.0406525709979557,0.134094679167424,0.0396935562252603,0.197758558605805,1.70384895472918,"ESR1"
0.0313282197281297,-0.252606017957538,0.0152138382292406,-0.161567050004057,0.67428505341507,"HIF1A"
0.0810155173383632,-0.197788407677478,0.0657906453977837,-0.318781452886041,0.867032029409213,"HIF1A"
-0.0868841892737875,-0.320216772516137,0.29538042657901,-0.0811412979922184,1.16867601408904,"HIF1A"
0.266720607338248,-0.0517190266563521,-0.151514564580596,-0.27641086528618,1.70991367283167,"IGFBP3"
0.307182550632201,-0.0720456240851874,-0.268961542257585,-0.341548305875483,1.50249537862721,"IGFBP3"
-0.0586625003908939,-0.0657843267644794,-0.111009219942678,0.137319935735638,0.276950698675349,"MAPK1"
-0.0290798423321842,-0.19212743281861,-0.0751762043134935,-0.0408331572812706,0.534343464112161,"MAPK1"
-0.090631893179634,-0.034410793165404,-0.025062807195826,0.0882326187146225,0.664078971771122,"MAPK1"
0.0663502414483641,-0.217632548294705,-0.0101309828011631,-0.0757079095544426,1.16337091608762,"MET"
-0.0370259572018581,0.0649803423582405,0.0752763654668405,-0.0268930562590814,1.11698102487988,"MLH1"
-0.00239552865295878,-0.0434258709749287,0.0322051983014937,-0.0305649820340301,0.617731281984069,"MSH2"
-0.199169361164141,0.0804299767712003,0.0980341030988082,-0.125210420706243,0.31418078644564,"MSH2"
-0.0828026685697849,0.073252624971033,0.0537725922995447,0.130847640082464,1.7329885847558,"MSH6"
-0.0422037359574488,0.244131183649205,-0.116204936259338,0.0372982507890596,1.80609358088136,"MYC"
-0.0849137058329485,0.13854229510256,-0.267748759390543,0.140824964843669,1.41058717988701,"MYC"
