"HOX424 CarboTax Day1 1","HOX424 CarboTax Day2 1","HOX424 CarboTax Day4 1","HOX424 CarboTax Day7 1","HOX424 CarboTax Day14 1","Molecule"
2.52902573497507,2.54748595509981,2.4801691705482,2.52902573497507,2.51881264922974,"AKT1"
3.24417327042755,3.24417327042755,3.22987894607329,3.20197879365459,3.2775744505555,"AKT1"
3.2775744505555,3.25676710081491,3.25676710081491,3.25676710081491,3.25676710081491,"AKT1"
2.56910613080458,2.51056919633973,2.56910613080458,2.64078170162887,2.6589363565952,"BRCA1"
2.88507839139755,2.95194691433768,2.84768910891706,2.84768910891706,2.8640253939867,"BRCA1"
2.54748595509981,2.50293837462382,2.6259864589759,2.55889291291797,2.55889291291797,"BRCA1"
2.81375827879612,2.84768910891706,2.83248604352084,2.79211933830568,2.73103343296509,"BRCA1"
3.06419258149948,3.13430684894822,2.99355483914712,3.01943908347727,2.97095280643687,"CCNB1"
3.44141934666696,3.38620937052632,3.44141934666696,3.44141934666696,3.44141934666696,"CCND1"
3.38620937052632,3.44141934666696,3.40864216577564,3.40864216577564,3.40864216577564,"CDH1"
2.67431031887822,2.74862251937681,2.67431031887822,2.6259864589759,2.71624233690494,"CDK2"
3.18579038000884,3.21823074739713,3.16340247265061,3.13430684894822,3.24417327042755,"CDK2"
3.01943908347727,2.99355483914712,3.01943908347727,2.92019935660167,3.01943908347727,"CDKN1B"
3.16340247265061,3.16340247265061,3.18579038000884,3.21823074739713,3.0852299748186,"CDKN1B"
3.40864216577564,3.40864216577564,3.38620937052632,3.38620937052632,3.38620937052632,"CLDN7"
2.5971621144071,2.61180355307462,2.64078170162887,2.70312326734325,2.49452082511373,"CTNNB1"
2.39553985197135,2.41409397254346,2.39553985197135,2.44694578859473,2.43849814013374,"CTNNB1"
2.99355483914712,3.06419258149948,3.13430684894822,3.03783660385353,3.13430684894822,"CTNNB1"
2.95194691433768,3.01943908347727,3.06419258149948,3.06419258149948,2.99355483914712,"CTNNB1"
2.51881264922974,2.51881264922974,2.52902573497507,2.5383583522294,2.56910613080458,"CTNNB1"
2.42727975596447,2.46444997412691,2.45621137564512,2.47271035548191,2.45621137564512,"CTNNB1"
2.44694578859473,2.45621137564512,2.46444997412691,2.45621137564512,2.41409397254346,"CTNNB1"
2.61180355307462,2.6259864589759,2.61180355307462,2.58226665219755,2.5971621144071,"EGFR"
2.45621137564512,2.43849814013374,2.42727975596447,2.41409397254346,2.39553985197135,"EGFR"
2.41409397254346,2.42727975596447,2.44694578859473,2.39553985197135,2.42727975596447,"EGFR"
2.79211933830568,2.68810027120049,2.79211933830568,2.8640253939867,2.81375827879612,"EGFR"
2.48744393523453,2.49452082511373,2.51881264922974,2.51881264922974,2.50293837462382,"ERBB2"
2.68810027120049,2.70312326734325,2.68810027120049,2.71624233690494,2.67431031887822,"ERBB2"
3.73170874351933,3.73170874351933,3.73170874351933,3.73170874351933,3.73170874351933,"ERBB2"
2.71624233690494,2.73103343296509,2.73103343296509,2.73103343296509,2.70312326734325,"ERBB3"
3.3001425897137,3.3001425897137,3.32847050777526,3.32847050777526,3.3001425897137,"ERBB3"
2.5383583522294,2.5383583522294,2.51056919633973,2.51056919633973,2.51056919633973,"ERBB3"
2.47271035548191,2.48744393523453,2.47271035548191,2.42727975596447,2.47271035548191,"ERCC1"
2.51056919633973,2.52902573497507,2.5383583522294,2.50293837462382,2.48744393523453,"ERCC1"
2.83248604352084,2.83248604352084,2.81375827879612,2.67431031887822,2.84768910891706,"ERCC1"
2.74862251937681,2.81375827879612,2.71624233690494,2.74862251937681,2.79211933830568,"ERCC1"
2.4801691705482,2.44694578859473,2.50293837462382,2.4801691705482,2.46444997412691,"ESR1"
2.70312326734325,2.71624233690494,2.74862251937681,2.81375827879612,2.68810027120049,"HIF1A"
2.8640253939867,2.90072338505105,2.88507839139755,2.90072338505105,2.83248604352084,"HIF1A"
3.0852299748186,3.0852299748186,3.0852299748186,3.0852299748186,2.92019935660167,"HIF1A"
3.13430684894822,2.9359578240166,2.95194691433768,3.16340247265061,3.16340247265061,"IGFBP3"
2.97095280643687,2.79211933830568,2.90072338505105,2.95194691433768,3.06419258149948,"IGFBP3"
2.6259864589759,2.64078170162887,2.58226665219755,2.5971621144071,2.6259864589759,"MAPK1"
2.6589363565952,2.67431031887822,2.6589363565952,2.6589363565952,2.74862251937681,"MAPK1"
2.84768910891706,2.8640253939867,2.8640253939867,2.83248604352084,2.88507839139755,"MAPK1"
2.9359578240166,2.92019935660167,2.97095280643687,2.99355483914712,2.95194691433768,"MET"
2.90072338505105,2.97095280643687,2.9359578240166,2.9359578240166,2.9359578240166,"MLH1"
2.73103343296509,2.6589363565952,2.70312326734325,2.68810027120049,2.64078170162887,"MSH2"
2.64078170162887,2.5971621144071,2.5971621144071,2.56910613080458,2.5383583522294,"MSH2"
3.25676710081491,3.20197879365459,3.2775744505555,3.2775744505555,3.22987894607329,"MSH6"
3.32847050777526,3.32847050777526,3.3001425897137,3.3001425897137,3.32847050777526,"MYC"
3.22987894607329,3.2775744505555,3.21823074739713,3.22987894607329,3.18579038000884,"MYC"
3.21823074739713,3.18579038000884,3.20197879365459,3.24417327042755,3.21823074739713,"NCOA3"
2.50293837462382,2.4801691705482,2.49452082511373,2.46444997412691,2.54748595509981,"NCOA3"
2.46444997412691,2.39553985197135,2.41409397254346,2.43849814013374,2.44694578859473,"PGR"
2.43849814013374,2.55889291291797,2.48744393523453,2.48744393523453,2.52902573497507,"PMS2"
3.20197879365459,3.22987894607329,3.24417327042755,3.18579038000884,3.20197879365459,"PMS2"
2.49452082511373,2.47271035548191,2.43849814013374,2.49452082511373,2.4801691705482,"PMS2"
3.03783660385353,3.03783660385353,3.03783660385353,2.97095280643687,3.03783660385353,"PTEN"
3.65992229412316,3.65992229412316,3.65992229412316,3.65992229412316,3.65992229412316,"RPS6"
3.55253772584203,3.55253772584203,3.55253772584203,3.55253772584203,3.55253772584203,"RPS6"
2.55889291291797,2.58226665219755,2.54748595509981,2.54748595509981,2.58226665219755,"SERPINE1"
2.92019935660167,2.88507839139755,2.92019935660167,2.88507839139755,2.90072338505105,"VIM"
2.58226665219755,2.56910613080458,2.55889291291797,2.61180355307462,2.61180355307462,"VIM"
