"OV1002 CarboTax Day1","OV1002 CarboTax Day2","OV1002 CarboTax Day4","OV1002 CarboTax Day7","OV1002 CarboTax Day14","Molecule","OV1002 CarboTax Day1 adj.p.val","OV1002 CarboTax Day2 adj.p.val","OV1002 CarboTax Day4 adj.p.val","OV1002 CarboTax Day7 adj.p.val","OV1002 CarboTax Day14 adj.p.val"
0.336708514981434,0.406305418100985,0.322613154946095,0.358465277208192,0.326459672462825,"AKT1",0.00499755677646849,3.14869995164471e-07,0.000249452351551566,0.0790952707462961,0.068903677438961
1.8009216435376,1.78359682726913,1.83832790743409,1.8335036867713,1.83753475253866,"AKT1",0.00143797404380986,7.50399741543793e-11,2.06766192622863e-11,0.0365584505421819,0.0384353825749232
1.86526579570332,1.88689239045036,1.91190462420521,1.9030865883131,1.87226061880357,"AKT1",0.00143797404380986,6.7629261205052e-11,2.06766192622863e-11,0.0365584505421819,0.0384353825749232
0.44274768425983,0.483961566356134,0.550041573604542,0.499443041261866,0.460629467612634,"BRCA1",0.00275622796204699,1.78900525934368e-07,1.92325192840398e-06,0.0540616027667073,0.0451531093442966
0.721455154767743,0.737373605592753,0.868293536485976,0.748716585784822,0.741614624461874,"BRCA1",0.00143797404380986,5.05653926181736e-09,6.99493108985024e-09,0.0365584505421819,0.0384353825749232
0.470255377511769,0.463574864780591,0.447044005001137,0.418909777373489,0.484884928794921,"BRCA1",0.00143797404380986,1.96453878791981e-07,1.12483524161202e-07,0.0441461116124106,0.0384353825749232
0.524055405297842,0.474558222602448,0.58594908739554,0.47786468339235,0.505586083355083,"BRCA1",0.00143797404380986,2.49364853497711e-06,4.36195823985177e-07,0.0365584505421819,0.0384353825749232
1.41740233585782,1.40294186729554,1.48048256561523,1.52546897125519,1.50388522435425,"CCNB1",0.00143797404380986,4.80745914849879e-10,2.02744804531377e-10,0.0365584505421819,0.0384353825749232
1.87945233949881,1.89760647594246,1.90425696696532,1.897943242773,1.90293820907394,"CCND1",0.00143797404380986,7.50399741543793e-11,2.06766192622863e-11,0.0365584505421819,0.0384353825749232
1.93319979400148,1.91947342833804,1.9135984893753,1.95258017583675,1.92558492839427,"CDH1",0.00143797404380986,6.7629261205052e-11,2.06766192622863e-11,0.0365584505421819,0.0384353825749232
1.00900751665399,0.974749112021345,1.0962764557565,1.16327093463636,1.04828339487435,"CDK2",0.00143797404380986,1.42864873635525e-08,3.99595840411622e-09,0.0365584505421819,0.0384353825749232
1.74845025875988,1.78372964607096,1.84118765714239,1.84698941222132,1.76916929877621,"CDK2",0.00143797404380986,6.7629261205052e-11,2.06766192622863e-11,0.0365584505421819,0.0384353825749232
1.09821969597038,1.1046367339458,1.13154581105068,1.1878311868799,1.1168588115682,"CDKN1B",0.00143797404380986,6.74791203591761e-10,1.67184155178867e-09,0.0365584505421819,0.0384353825749232
1.14207772842458,1.10281439736984,1.16556386388783,0.996660027109528,1.12296319863497,"CDKN1B",0.00143797404380986,4.17721858517163e-09,1.18300622877804e-08,0.0365584505421819,0.0384353825749232
1.80641033823323,1.77482273278437,1.79900637666469,1.79487989665954,1.80383241464762,"CLDN7",0.00143797404380986,6.7629261205052e-11,2.06766192622863e-11,0.0365584505421819,0.0384353825749232
0.222776259587478,0.187724949727738,0.134906538416724,0.160422541077589,0.223444940001244,"CTNNB1",0.00810148071714325,9.93755623028766e-05,0.0349520444903228,0.175214241699702,0.0857604036918994
0.0928372835345402,0.0636111514751894,0.180492465020802,0.0613539218773567,0.137144071483018,"CTNNB1",0.101142513262839,0.0313208388992636,0.000598595121885351,0.572015157277247,0.207406238043048
1.15349268480681,1.16596109605865,1.10327328963478,1.20876672961871,1.15759081981809,"CTNNB1",0.00143797404380986,3.78632856714952e-10,2.03774097873072e-09,0.0365584505421819,0.0384353825749232
1.07287286078615,1.11693964570333,1.05132197050516,1.12221977594641,1.09802856289783,"CTNNB1",0.00143797404380986,1.0026462972602e-09,5.75858362732843e-10,0.0365584505421819,0.0384353825749232
0.384720433270885,0.348487419823109,0.409346832487885,0.358270843406013,0.39311472234503,"CTNNB1",0.00152044877697636,9.87032564155969e-07,6.48477029125725e-07,0.0540616027667073,0.0430522541022642
0.189278881286189,0.153713059508336,0.226240970465837,0.237279167351544,0.17056614068028,"CTNNB1",0.00810148071714325,0.0310352126661582,2.96159492235656e-05,0.0702451658594399,0.14679042190893
0.219998693367273,0.146480161067146,0.254867452690177,0.235715075574075,0.250962468725605,"CTNNB1",0.00741896811152483,0.00759282138793914,2.54661312108501e-05,0.0878784993763274,0.0576635207756482
0.504126212430205,0.468893404337563,0.50437745573141,0.521634223966224,0.471298088583331,"EGFR",0.00262506434776332,1.00918703050668e-06,1.877089840574e-07,0.0514029034263968,0.0574528043621993
0.100347055794605,0.10483486696226,0.14080919920162,0.0699969755811044,0.110021635768714,"EGFR",0.0546029719654308,0.0223980646994194,0.00356502685832862,0.510338813030302,0.219929945307063
0.0576965859684921,0.156603448866771,0.108629843076962,0.160497740261057,0.0464222521933872,"EGFR",0.226478640115767,0.000186905023803559,0.00220154309275921,0.175214241699702,0.59849037734102
0.519022818428931,0.556374244107877,0.524133604807103,0.562850639729303,0.474910841312879,"EGFR",0.00262506434776332,3.17953152029904e-07,1.50254499974632e-07,0.0365584505421819,0.0534981713317679
0.225039824635495,0.268332710254304,0.206027222395578,0.202050443874722,0.246284041845096,"ERBB2",0.00275622796204699,5.48703024578318e-05,0.00318253340093442,0.11592708522946,0.056525486974743
