"OV1002 Carbo Day1 2","OV1002 Carbo Day2 2","OV1002 Carbo Day4 2","OV1002 Carbo Day7 2","OV1002 Carbo Day14 2","Molecule"
5.508762583,5.727555484,5.808531935,5.786599079,5.879479861,"AKT1"
10.05508254,10.04180304,10.33912637,10.12687896,10.36577472,"AKT1"
10.4127901,10.41874794,10.40855564,10.53754253,10.15502333,"AKT1"
6.086632336,6.248799169,5.95892826,5.93065081,6.219836623,"BRCA1"
6.521268267,6.692219985,6.623478007,6.612677705,6.700120678,"BRCA1"
6.042114079,5.922915631,6.021775311,5.974982601,5.91801611,"BRCA1"
5.897609759,6.334244651,6.206175707,6.092854067,6.484110101,"BRCA1"
8.063752439,8.436389635,8.854902189,9.294463605,9.27836562,"CCNB1"
10.44635489,10.68406092,10.61534692,11.14406156,10.99546621,"CCND1"
10.63239795,10.56509348,10.83678506,10.82078233,10.50466928,"CDH1"
7.179108668,7.291758564,7.583997078,7.276489699,7.377808413,"CDK2"
9.991743643,9.847757849,10.07948911,10.28070322,10.00883182,"CDK2"
7.558890445,7.580037293,7.699568266,7.656339198,7.781194,"CDKN1B"
7.485599052,7.809143887,7.452942198,7.782857634,7.982281568,"CDKN1B"
10.05348226,10.02554046,9.97527017,10.09405674,9.667326752,"CLDN7"
5.238137109,5.620307581,5.320837891,5.486278967,5.532138551,"CTNNB1"
5.45046846,5.469184581,5.417330857,5.339088386,5.441818777,"CTNNB1"
7.686766281,7.852796124,7.916370596,7.660124823,7.8067388,"CTNNB1"
7.325585335,7.414017771,7.495859246,7.401925778,7.557642558,"CTNNB1"
5.616240936,6.162139047,5.81244904,5.806428991,5.838881213,"CTNNB1"
5.567308602,5.536286004,5.670911148,5.539147411,5.453297591,"CTNNB1"
5.608049372,5.491149283,5.389123284,5.557677309,5.698136347,"CTNNB1"
6.097600749,6.179908631,6.198161435,6.442556643,6.097213148,"EGFR"
5.201516575,5.433153424,5.39794791,5.540949943,5.154725833,"EGFR"
5.545580245,5.387686506,5.60913437,5.361083909,5.336516116,"EGFR"
6.127002874,6.234343717,6.11557937,6.365634135,6.144363252,"EGFR"
5.633547066,5.675333355,5.636441561,5.629479872,5.409442871,"ERBB2"
5.415759543,5.463348346,5.301003565,5.47745798,5.347868348,"ERBB2"
9.786304923,9.652828167,9.681388108,9.737727463,9.594467856,"ERBB2"
6.28886256,6.264266264,6.05488487,6.439414962,6.225878908,"ERBB3"
9.663019218,9.571071397,9.67891233,9.698500632,9.386325567,"ERBB3"
5.915930794,5.670513485,5.611359436,5.728495826,5.676314875,"ERBB3"
5.727863977,5.967702636,5.616275734,5.663968722,5.713727412,"ERCC1"
6.304543625,6.560542838,6.369341179,6.152387281,5.967995998,"ERCC1"
8.192760339,8.334348272,8.327736628,7.869569416,8.127922039,"ERCC1"
8.223546683,8.223933005,8.143372507,8.024807055,7.942929054,"ERCC1"
9.627087606,9.123064684,9.523857478,9.397529035,9.331025636,"ESR1"
6.323495962,6.539046051,6.409352813,6.881245734,6.781805845,"HIF1A"
7.029798943,7.002457102,7.093868149,7.545864904,7.240067245,"HIF1A"
7.30614792,7.68117925,7.557951373,8.323642315,7.918147758,"HIF1A"
10.34375145,11.40253115,10.0226388,9.990214315,9.58788306,"IGFBP3"
9.804243306,10.98103772,9.285862895,9.361207563,8.918396709,"IGFBP3"
5.565927248,5.562702665,5.620337501,6.016160727,5.592925933,"MAPK1"
6.407607191,6.21027184,6.56282314,6.467570938,6.178569358,"MAPK1"
6.520391865,6.408464687,6.539424836,6.490248743,6.532010611,"MAPK1"
7.311925275,7.422818028,7.308137373,7.850931164,7.63990648,"MET"
7.960426569,7.508328481,7.657718487,7.630072899,7.59102895,"MLH1"
6.09334362,6.554856587,6.513487308,6.529605549,6.134410617,"MSH2"
5.733346113,5.5943099,5.688173616,5.776529732,5.845404674,"MSH2"
9.852315666,9.939975424,9.897685743,9.591983262,10.05960014,"MSH6"
9.4871042,9.28019283,10.05488264,9.201655182,9.706199185,"MYC"
7.609197585,7.952805359,8.425683505,8.045597265,8.595481663,"MYC"
8.336866697,8.712243863,8.460737901,8.550675416,8.754397244,"NCOA3"
5.697047565,5.85062556,5.541722123,5.659586055,5.568743847,"NCOA3"
5.310414056,5.425737842,5.490725516,5.394320083,5.490619598,"PGR"
5.576774927,5.587942427,5.708328,5.622606127,5.531236275,"PMS2"
7.423228737,7.225995746,7.442092933,7.176582438,7.258965137,"PMS2"
5.667500815,5.609139465,5.497263278,5.317212379,5.549118706,"PMS2"
7.713597969,7.485574894,7.583448533,7.415459083,7.583037772,"PTEN"
12.95714004,12.98250125,13.01102275,12.49527049,12.83695294,"RPS6"
11.98032248,12.45011558,12.35782978,12.12704719,12.23618675,"RPS6"
5.911039273,5.763384243,5.734803074,5.854248649,5.779699148,"SERPINE1"
10.29971711,11.12109165,10.61613942,9.823851571,10.18549874,"VIM"
9.635336501,10.59022947,9.962389864,9.19106769,9.580825611,"VIM"
