"HOX424 Control Day1 2","HOX424 Control Day7 2","HOX424 Control Day14 2","Molecule"
2.50293837462382,2.45621137564512,2.4801691705482,"AKT1"
3.24417327042755,3.21823074739713,3.24417327042755,"AKT1"
3.2775744505555,3.25676710081491,3.25676710081491,"AKT1"
2.51881264922974,2.5971621144071,2.54748595509981,"BRCA1"
2.8640253939867,2.8640253939867,2.8640253939867,"BRCA1"
2.5971621144071,2.51056919633973,2.55889291291797,"BRCA1"
2.73103343296509,2.79211933830568,2.79211933830568,"BRCA1"
3.06419258149948,3.0852299748186,2.95194691433768,"CCNB1"
3.44141934666696,3.44141934666696,3.44141934666696,"CCND1"
3.40864216577564,3.40864216577564,3.40864216577564,"CDH1"
2.67431031887822,2.67431031887822,2.67431031887822,"CDK2"
3.20197879365459,3.16340247265061,3.20197879365459,"CDK2"
2.9359578240166,2.9359578240166,2.9359578240166,"CDKN1B"
3.13430684894822,3.13430684894822,3.03783660385353,"CDKN1B"
3.38620937052632,3.38620937052632,3.38620937052632,"CLDN7"
2.64078170162887,2.70312326734325,2.6259864589759,"CTNNB1"
2.45621137564512,2.42727975596447,2.44694578859473,"CTNNB1"
3.01943908347727,3.03783660385353,3.06419258149948,"CTNNB1"
2.99355483914712,3.06419258149948,3.01943908347727,"CTNNB1"
2.54748595509981,2.56910613080458,2.52902573497507,"CTNNB1"
2.42727975596447,2.48744393523453,2.47271035548191,"CTNNB1"
2.46444997412691,2.51881264922974,2.41409397254346,"CTNNB1"
2.5383583522294,2.55889291291797,2.56910613080458,"EGFR"
2.41409397254346,2.41409397254346,2.43849814013374,"EGFR"
2.44694578859473,2.43849814013374,2.39553985197135,"EGFR"
2.74862251937681,2.81375827879612,2.84768910891706,"EGFR"
2.58226665219755,2.4801691705482,2.51056919633973,"ERBB2"
2.6589363565952,2.6589363565952,2.68810027120049,"ERBB2"
3.73170874351933,3.73170874351933,3.73170874351933,"ERBB2"
2.68810027120049,2.68810027120049,2.73103343296509,"ERBB3"
3.3001425897137,3.2775744505555,3.32847050777526,"ERBB3"
2.55889291291797,2.49452082511373,2.5383583522294,"ERBB3"
2.47271035548191,2.44694578859473,2.46444997412691,"ERCC1"
2.48744393523453,2.5383583522294,2.45621137564512,"ERCC1"
2.79211933830568,2.73103343296509,2.81375827879612,"ERCC1"
2.84768910891706,2.71624233690494,2.83248604352084,"ERCC1"
2.4801691705482,2.46444997412691,2.51881264922974,"ESR1"
2.81375827879612,2.84768910891706,2.70312326734325,"HIF1A"
2.88507839139755,2.88507839139755,2.88507839139755,"HIF1A"
3.0852299748186,3.18579038000884,3.0852299748186,"HIF1A"
3.16340247265061,3.01943908347727,3.3001425897137,"IGFBP3"
3.03783660385353,2.92019935660167,3.21823074739713,"IGFBP3"
2.56910613080458,2.58226665219755,2.5971621144071,"MAPK1"
2.71624233690494,2.6259864589759,2.64078170162887,"MAPK1"
2.83248604352084,2.83248604352084,2.74862251937681,"MAPK1"
2.95194691433768,2.97095280643687,2.99355483914712,"MET"
2.90072338505105,2.95194691433768,2.92019935660167,"MLH1"
2.70312326734325,2.74862251937681,2.6589363565952,"MSH2"
2.61180355307462,2.64078170162887,2.58226665219755,"MSH2"
3.22987894607329,3.24417327042755,3.18579038000884,"MSH6"
3.32847050777526,3.32847050777526,3.2775744505555,"MYC"
3.25676710081491,3.3001425897137,3.13430684894822,"MYC"
3.21823074739713,3.22987894607329,3.22987894607329,"NCOA3"
2.52902573497507,2.50293837462382,2.49452082511373,"NCOA3"
2.39553985197135,2.39553985197135,2.42727975596447,"PGR"
2.51056919633973,2.54748595509981,2.50293837462382,"PMS2"
3.18579038000884,3.20197879365459,3.16340247265061,"PMS2"
2.43849814013374,2.47271035548191,2.48744393523453,"PMS2"
2.97095280643687,2.99355483914712,2.97095280643687,"PTEN"
3.65992229412316,3.65992229412316,3.65992229412316,"RPS6"
3.55253772584203,3.55253772584203,3.55253772584203,"RPS6"
2.49452082511373,2.52902573497507,2.61180355307462,"SERPINE1"
2.92019935660167,2.90072338505105,2.90072338505105,"VIM"
2.6259864589759,2.61180355307462,2.71624233690494,"VIM"
