"OV1002 CarboTax Day1","OV1002 CarboTax Day2","OV1002 CarboTax Day4","OV1002 CarboTax Day7","OV1002 CarboTax Day14","Molecule","OV1002 CarboTax Day1 adj.p.val","OV1002 CarboTax Day2 adj.p.val","OV1002 CarboTax Day4 adj.p.val","OV1002 CarboTax Day7 adj.p.val","OV1002 CarboTax Day14 adj.p.val"
0.336708514981434,0.0695969031195516,-0.0836922631548906,0.0358521222620975,-0.0320056047453672,"AKT1",0.00499755677646849,3.14869995164471e-07,0.000249452351551566,0.0790952707462961,0.068903677438961
1.8009216435376,-0.0173248162684658,0.0547310801649519,-0.00482422066279065,0.00403106576736834,"AKT1",0.00143797404380986,7.50399741543793e-11,2.06766192622863e-11,0.0365584505421819,0.0384353825749232
1.86526579570332,0.0216265947470351,0.0250122337548553,-0.00881803589211261,-0.0308259695095359,"AKT1",0.00143797404380986,6.7629261205052e-11,2.06766192622863e-11,0.0365584505421819,0.0384353825749232
0.44274768425983,0.0412138820963041,0.0660800072484075,-0.050598532342676,-0.0388135736492317,"BRCA1",0.00275622796204699,1.78900525934368e-07,1.92325192840398e-06,0.0540616027667073,0.0451531093442966
0.721455154767743,0.0159184508250102,0.130919930893223,-0.119576950701154,-0.00710196132294849,"BRCA1",0.00143797404380986,5.05653926181736e-09,6.99493108985024e-09,0.0365584505421819,0.0384353825749232
0.470255377511769,-0.00668051273117787,-0.0165308597794538,-0.0281342276276487,0.0659751514214323,"BRCA1",0.00143797404380986,1.96453878791981e-07,1.12483524161202e-07,0.0441461116124106,0.0384353825749232
0.524055405297842,-0.0494971826953944,0.111390864793092,-0.10808440400319,0.0277213999627335,"BRCA1",0.00143797404380986,2.49364853497711e-06,4.36195823985177e-07,0.0365584505421819,0.0384353825749232
1.41740233585782,-0.0144604685622789,0.07754069831969,0.0449864056399587,-0.0215837469009426,"CCNB1",0.00143797404380986,4.80745914849879e-10,2.02744804531377e-10,0.0365584505421819,0.0384353825749232
1.87945233949881,0.0181541364436528,0.00665049102285664,-0.00631372419232568,0.00499496630094498,"CCND1",0.00143797404380986,7.50399741543793e-11,2.06766192622863e-11,0.0365584505421819,0.0384353825749232
1.93319979400148,-0.0137263656634414,-0.0058749389627466,0.0389816864614503,-0.0269952474424744,"CDH1",0.00143797404380986,6.7629261205052e-11,2.06766192622863e-11,0.0365584505421819,0.0384353825749232
1.00900751665399,-0.0342584046326436,0.121527343735152,0.0669944788798638,-0.11498753976201,"CDK2",0.00143797404380986,1.42864873635525e-08,3.99595840411622e-09,0.0365584505421819,0.0384353825749232
1.74845025875988,0.0352793873110799,0.0574580110714247,0.00580175507893577,-0.0778201134451146,"CDK2",0.00143797404380986,6.7629261205052e-11,2.06766192622863e-11,0.0365584505421819,0.0384353825749232
1.09821969597038,0.0064170379754156,0.026909077104879,0.0562853758292248,-0.0709723753117009,"CDKN1B",0.00143797404380986,6.74791203591761e-10,1.67184155178867e-09,0.0365584505421819,0.0384353825749232
1.14207772842458,-0.0392633310547361,0.0627494665179853,-0.168903836778301,0.126303171525446,"CDKN1B",0.00143797404380986,4.17721858517163e-09,1.18300622877804e-08,0.0365584505421819,0.0384353825749232
1.80641033823323,-0.0315876054488591,0.0241836438803218,-0.00412648000514837,0.00895251798807606,"CLDN7",0.00143797404380986,6.7629261205052e-11,2.06766192622863e-11,0.0365584505421819,0.0384353825749232
0.222776259587478,-0.0350513098597396,-0.0528184113110148,0.0255160026608649,0.0630223989236558,"CTNNB1",0.00810148071714325,9.93755623028766e-05,0.0349520444903228,0.175214241699702,0.0857604036918994
0.0928372835345402,-0.0292261320593508,0.116881313545613,-0.119138543143446,0.0757901496056614,"CTNNB1",0.101142513262839,0.0313208388992636,0.000598595121885351,0.572015157277247,0.207406238043048
1.15349268480681,0.0124684112518469,-0.0626878064238741,0.105493439983925,-0.0511759098006106,"CTNNB1",0.00143797404380986,3.78632856714952e-10,2.03774097873072e-09,0.0365584505421819,0.0384353825749232
1.07287286078615,0.0440667849171752,-0.0656176751981694,0.0708978054412512,-0.0241912130485786,"CTNNB1",0.00143797404380986,1.0026462972602e-09,5.75858362732843e-10,0.0365584505421819,0.0384353825749232
0.384720433270885,-0.0362330134477759,0.0608594126647764,-0.0510759890818722,0.0348438789390165,"CTNNB1",0.00152044877697636,9.87032564155969e-07,6.48477029125725e-07,0.0540616027667073,0.0430522541022642
0.189278881286189,-0.0355658217778532,0.072527910957501,0.0110381968857074,-0.0667130266712641,"CTNNB1",0.00810148071714325,0.0310352126661582,2.96159492235656e-05,0.0702451658594399,0.14679042190893
0.219998693367273,-0.0735185323001275,0.108387291623031,-0.019152377116102,0.0152473931515305,"CTNNB1",0.00741896811152483,0.00759282138793914,2.54661312108501e-05,0.0878784993763274,0.0576635207756482
0.504126212430205,-0.035232808092642,0.0354840513938468,0.0172567682348139,-0.0503361353828927,"EGFR",0.00262506434776332,1.00918703050668e-06,1.877089840574e-07,0.0514029034263968,0.0574528043621993
0.100347055794605,0.00448781116765451,0.0359743322393605,-0.0708122236205158,0.0400246601876097,"EGFR",0.0546029719654308,0.0223980646994194,0.00356502685832862,0.510338813030302,0.219929945307063
0.0576965859684921,0.098906862898279,-0.0479736057898092,0.0518678971840949,-0.11407548806767,"EGFR",0.226478640115767,0.000186905023803559,0.00220154309275921,0.175214241699702,0.59849037734102
0.519022818428931,0.0373514256789464,-0.0322406393007747,0.0387170349222004,-0.0879397984164239,"EGFR",0.00262506434776332,3.17953152029904e-07,1.50254499974632e-07,0.0365584505421819,0.0534981713317679
