"HOX424 Carbo Day1 2","HOX424 Carbo Day2 2","HOX424 Carbo Day4 2","HOX424 Carbo Day7 2","HOX424 Carbo Day14 2","Molecule"
0.376912190222603,0.283443053920929,0.390532281700086,0.414977238989926,0.454604449334967,"AKT1"
1.56470599029701,1.45937458724662,1.53521441505475,1.63579935779345,1.52526342872416,"AKT1"
1.67363442416121,1.54882119811293,1.6098971189806,1.64808489834224,1.59939060642345,"AKT1"
0.399402736821362,0.450142542877689,0.362067368438718,0.435639909804078,0.399875377358789,"BRCA1"
0.993917488959239,1.03611632347434,1.0882761958033,1.03875508248545,0.971396859357498,"BRCA1"
0.336379692373807,0.180348027048842,0.429046813987544,0.482197666293795,0.307571834374742,"BRCA1"
0.805850569486381,0.895066355552374,0.936918993924179,0.925154393748008,0.962815785647462,"BRCA1"
1.35692064239759,1.35279721866914,1.43454701327701,1.43020827048862,1.24397478725856,"CCNB1"
1.87690403568083,1.78746421167402,1.80013669548732,1.85855546606638,1.80686828094755,"CCND1"
1.83132047954728,1.768526756315,1.77408982847901,1.83006006978284,1.79440305015291,"CDH1"
0.704312859848496,0.5986804018422,0.648545961044358,0.789176808988836,0.942766162400188,"CDK2"
1.53791886678368,1.36444833699026,1.5095302536698,1.55308290858761,1.51756420788527,"CDK2"
1.1780215662017,1.20847107156146,1.09016706600384,1.06582333358205,1.10602758357173,"CDKN1B"
1.53109781433515,1.40690087065887,1.34950018443178,1.38170001248961,1.3947545245411,"CDKN1B"
1.79137156291248,1.76465241289879,1.80613535482785,1.81272851099173,1.80914249524481,"CLDN7"
0.725666708977392,0.8238415222103,0.762032731088124,0.70929211789628,0.730550185466844,"CTNNB1"
0.0951975776837374,0.111853649867826,0.0186106410793472,0.111592832897095,0.159388052440344,"CTNNB1"
1.35891737932067,1.28810490915166,1.46224882748624,1.52739083508873,1.3515298226984,"CTNNB1"
1.30278686003106,1.23024929023676,1.37908454141145,1.46805957569061,1.26404733665619,"CTNNB1"
0.327352751075055,0.208126215086946,0.394771978620957,0.397821263024546,0.221208120129158,"CTNNB1"
0.287248540071677,0.205883584375776,0.34010060730024,0.325785581657283,0.129846198434398,"CTNNB1"
0.287588234317083,0.0982216220493062,0.161825713717581,0.175437444928223,0.16808917095662,"CTNNB1"
0.543219117458842,0.550268104818776,0.423942771418604,0.524710773402232,0.590096306716155,"EGFR"
0.00592259939403053,0.0606421076857545,0.163503329812534,0.0531070951681148,0.102463330640803,"EGFR"
0.10666593525514,0.118122762747608,-0.0456119326516881,0.0857927272520657,0.122989771972146,"EGFR"
0.936913530391898,0.853327115090806,0.914480197859751,0.887406908379568,0.939629172160107,"EGFR"
0.205583182587935,0.231611154996162,0.45142871090475,0.171232953842967,0.20533535377855,"ERBB2"
0.537615039823542,0.600235176425839,0.765252511401507,0.821541041125882,0.856539456400703,"ERBB2"
1.95467778708892,1.89918506197983,1.89558337529696,1.91170406178966,1.95077958001466,"ERBB2"
0.615900282522735,0.773572644162395,0.712915680189068,0.611188009818109,0.92888338007857,"ERBB3"
1.71676001348002,1.68943165579774,1.63011273731565,1.68892224663384,1.64458856065598,"ERBB3"
0.152589978069994,0.281682476010235,0.300678633987952,0.212924919970797,0.2447796742262,"ERBB3"
0.202556604210675,0.116719898916929,0.211602141719708,0.293035918104487,0.147517771132047,"ERCC1"
0.176965726283874,0.289192668395283,0.227791910902401,0.271619298149193,0.213306804088243,"ERCC1"
0.957789587521655,0.865941665723,0.780226478505974,0.886063266102579,0.955109245355681,"ERCC1"
0.891418101681387,0.746369145048323,0.711451227988781,0.840823458228444,0.926482528820394,"ERCC1"
0.41977469897349,0.169540973370452,0.239136549022923,0.343641734429417,0.142602476990064,"ESR1"
0.898776609677748,0.867073670055065,0.851843503210884,0.917081678380631,0.962353058781681,"HIF1A"
1.03692093706302,1.02349389987691,1.13997413509108,1.00778541016218,1.06797916825928,"HIF1A"
1.48248891843203,1.4248642243994,1.44024534192078,1.42294870174964,1.50055278060859,"HIF1A"
1.13095030454504,1.52970476184396,1.44842717275114,1.38873982997191,1.70556379035361,"IGFBP3"
0.963443380559821,1.3672386334019,1.24102970995081,1.14866260552976,1.61866135624776,"IGFBP3"
0.43135668619473,0.504417374512729,0.640811031215462,0.400669085262955,0.587782545453208,"MAPK1"
0.75101549397379,0.601993740437996,0.673409298232149,0.82344352182183,0.746025768678955,"MAPK1"
0.958438093542413,0.960088742498621,0.954158646766879,0.913600695347177,0.954240013344296,"MAPK1"
1.29831507216564,1.26831717849223,1.24464826365373,1.31134197734685,1.12997936086971,"MET"
1.22282183065615,1.07739380817949,1.19309773482522,1.33222827071573,1.15575306582602,"MLH1"
0.851205218459985,0.718863626943647,0.896920991269798,0.807228260238255,0.952251202555917,"MSH2"
0.659852870078726,0.510685556808829,0.587821996731362,0.610367499180811,0.633369247627092,"MSH2"
1.62371083571066,1.49966598842604,1.6012910291454,1.64016768242935,1.53318728728593,"MSH6"
1.70925269315752,1.63493123245048,1.69482501910322,1.69897095655826,1.63614995900802,"MYC"
1.56533328238103,1.53301959572147,1.62272490088343,1.58687176665805,1.4990051887012,"MYC"
1.6311646989512,1.52254660583741,1.56954250685231,1.57353852156747,1.52423524551043,"NCOA3"
0.232602992276851,0.243732117686305,0.322331044978284,0.311646869309211,0.281840611860639,"NCOA3"
0.0425166858825508,0.0918120220259612,0.112484300084864,0.0378325628733417,0.119282611920691,"PGR"
0.240012109758058,0.291106344620886,0.240912106274115,0.117831417020178,0.221740335657946,"PMS2"
