"HOX424 Control Day1 2","HOX424 Control Day7 2","HOX424 Control Day14 2","Molecule"
0.0227692040756211,-0.0383094494686032,-0.0488565644268677,"AKT1"
0,-0.0385363534177818,-0.0125938303873543,"AKT1"
0.0208073497405916,-0.0433754888987887,-0.0208073497405916,"AKT1"
-0.0286733058700697,0.0280559836025192,-0.0216201757047667,"BRCA1"
0,-0.0210529974108473,0,"BRCA1"
0.0382692014891304,-0.0865929180673728,-0.0382692014891304,"BRCA1"
-0.061085905340593,0.166132879329784,0.133182981710489,"BRCA1"
0.112245667161806,0.0657908913413254,-0.0674921691395931,"CCNB1"
0,0,0,"CCND1"
0,0,0,"CDH1"
0,-0.0567231140868687,-0.0137899523222673,"CDK2"
0,-0.0223879073582247,0.0385763210039758,"CDK2"
0,-0.034994982420268,0,"CDKN1B"
0.0964702450946833,-0.0676719447063712,-0.0473933709650645,"CDKN1B"
0,0,0,"CLDN7"
0.0147952426529696,-0.16090212664345,0.0437198067783515,"CTNNB1"
0.0092655870503946,0.0317399039931248,0,"CTNNB1"
-0.0447534980222124,-0.0473933709650645,0,"CTNNB1"
-0.0258842443301495,0,0.0258842443301495,"CTNNB1"
0.0184602201247448,-0.134017136538672,0.0345049098613415,"CTNNB1"
-0.0454305995174411,0.0147335797526171,0.0342122153481759,"CTNNB1"
0.0503560015834448,-0.0400802636882251,-0.0964752237962623,"CTNNB1"
-0.0307477785751828,-0.100043443677226,-0.0716755708242895,"EGFR"
-0.0244041675902733,0,0.0112183841692652,"EGFR"
0.0514059366233819,-0.00844764846099189,-0.0185541205721167,"EGFR"
-0.0990665895402536,0.139447959917895,0.033930830120946,"EGFR"
0.0716974558578221,-0.0673167845516125,0.00763082171590446,"ERBB2"
-0.0291639146052942,-0.0573059803097471,0.0762967181258682,"ERBB2"
0,0,0,"ERBB2"
-0.0429331617646014,-0.104019067105194,-0.116655675951972,"ERBB3"
-0.0283279180615637,-0.0508960572197608,0,"ERBB3"
0.0205345606885716,-0.0242918241160166,0.0509144169948668,"ERBB3"
0.0082603813550044,-0.0404981466398011,-0.0082603813550044,"ERCC1"
0.0312325595894065,0.0354199776055752,-0.0626012735846198,"ERCC1"
-0.0216389404904329,-0.0827248458310259,0.0827248458310259,"ERCC1"
0.0152030653962281,0.0281420657044529,0.116243706615892,"ERCC1"
-0.0386434786815428,-0.0157191964212919,0.0626012735846198,"ESR1"
0.110635011452865,0.0990665895402536,-0.0454992520335571,"HIF1A"
0,0.0373892824804871,0,"HIF1A"
0,0.0514835310606201,-0.0490768741296188,"HIF1A"
-0.136740117063085,0.0258842443301495,0.0981637960591093,"IGFBP3"
-0.180394143543593,-0.0157584674149307,0.180394143543593,"IGFBP3"
-0.0280559836025192,0.0532409172224799,0.0382692014891304,"MAPK1"
0.0754606352760727,0.0437198067783515,-0.0623415657143824,"MAPK1"
0.0838635241440255,0,-0.0838635241440255,"MAPK1"
-0.0416079248094436,0.0507534498351987,0.0416079248094436,"MET"
-0.0194759715506221,0.0512235292866268,0,"MLH1"
0.0441869107480568,0.10784081774794,-0.133182981710489,"MSH2"
0.0295369008770727,0.0289781485542484,-0.0437198067783515,"MSH2"
0.0440885660644552,0,-0.0583828904187174,"MSH6"
0.0508960572197608,0.0508960572197608,-0.0225681391581971,"MYC"
0.122460251866692,0.136740117063085,-0.0839238984489099,"MYC"
-0.0116481986761654,0.0116481986761654,0.0440885660644552,"NCOA3"
0.0345049098613415,-0.00763082171590446,-0.0438375271156701,"NCOA3"
-0.0317399039931248,-0.04295828816239,0.0317399039931248,"PGR"
0.00763082171590446,0.0912745794546894,0.0227692040756211,"PMS2"
0.0223879073582247,-0.0279001524187041,-0.0664764734226799,"PMS2"
-0.048945795100793,0.0454305995174411,0.0229939611076215,"PMS2"
0,-0.0442817647064104,0,"PTEN"
0,0,0,"RPS6"
0,0,0,"RPS6"
-0.117282727960894,0.0645757608481596,0.0643175979748078,"SERPINE1"
0.0194759715506221,-0.0512235292866268,0,"VIM"
-0.0902558779290423,0.073445200845224,0.0419320180267202,"VIM"
