"HOX424 CarboTax Day1 1","HOX424 CarboTax Day2 1","HOX424 CarboTax Day4 1","HOX424 CarboTax Day7 1","HOX424 CarboTax Day14 1","Molecule"
0.31341865969379,0.287621811616261,0.280028554362194,0.411991817538266,0.286539710377644,"AKT1"
1.57982357109296,1.6081914511346,1.54752433785018,1.50904513906035,1.60527928186718,"AKT1"
1.66265132132854,1.61902191204521,1.55631822912169,1.58382652358129,1.57989305738532,"AKT1"
0.428673809069176,0.217709846871157,0.472155412450316,0.603408341992243,0.636148118011008,"BRCA1"
1.08492579961223,1.1493315905929,0.920113124420038,0.889817493603716,0.996323929756986,"BRCA1"
0.394592788828966,0.216114999472868,0.622252440371374,0.477312084372762,0.401103100612729,"BRCA1"
0.895867423327339,0.985718946928205,0.877237083865475,0.782365937559501,0.88135597014199,"BRCA1"
1.38057160220445,1.34771687350672,1.27364983574386,1.28001220597803,1.21316181370095,"CCNB1"
1.82312926619466,1.77963322699073,1.82001070150912,1.8753046294237,1.80746439972353,"CCND1"
1.80958921427657,1.7838412856881,1.78631459653403,1.81517625920478,1.79963901216741,"CDH1"
0.732837577324541,0.903331103686712,0.713967874452536,0.594739255274127,0.880902206465301,"CDK2"
1.53640855085107,1.53824125448639,1.45385005478861,1.46190677984895,1.55591902699565,"CDK2"
1.28551656259786,1.24035031002069,1.28835665331177,1.11181065929217,1.26672490102001,"CDKN1B"
1.47902562338704,1.41690031088191,1.47313207646419,1.51811811637649,1.36669996182588,"CDKN1B"
1.81490515895833,1.77975739457599,1.75397741636397,1.80688158949154,1.79361264612329,"CLDN7"
0.496513892124089,0.534760362308317,0.7107160651557,0.735992317656901,0.245521085768532,"CTNNB1"
-0.00974692512475689,0.0821400667055493,-0.00552524731185603,0.153377203091637,0.0869630121221995,"CTNNB1"
1.27537817217416,1.31190355501719,1.42414332899286,1.33362830153444,1.3847039137705,"CTNNB1"
1.20694706507147,1.2711503560543,1.39967576757258,1.41094624323397,1.26470931329699,"CTNNB1"
0.277000479792914,0.248535540233316,0.394450356742259,0.432187767373835,0.475398457569886,"CTNNB1"
0.108834105582929,0.141530341213125,0.175111655862481,0.21738710779076,0.13923471762205,"CTNNB1"
0.123824147943721,0.11989601129247,0.217614560276383,0.159408013857892,0.0288074686588215,"CTNNB1"
0.497219147011139,0.604251392591691,0.602015071054427,0.511206031479189,0.530738085576321,"EGFR"
0.13350629722602,0.0922287064311506,0.1042806867867,0.106942153863895,0.0152659308146235,"EGFR"
0.0824586051769455,0.0920977628863752,0.145309742191107,0.0926123411776744,0.0860220052956002,"EGFR"
0.891437034800112,0.82049105142377,0.861191706731532,0.920847326214449,0.953303534564471,"EGFR"
0.223253138640173,0.215548307561351,0.372219267890138,0.378107026876929,0.270444750755335,"ERBB2"
0.741164421824842,0.84535817099308,0.736221937271348,0.775853541320109,0.647268607294126,"ERBB2"
1.91806002119119,1.91271005058414,1.89918255051362,1.9152917304657,1.91029807158004,"ERBB2"
0.856581909785876,0.878873928866331,0.786262467421366,0.778091719981815,0.868090305889758,"ERBB3"
1.67709726699588,1.63668133965754,1.67484150447472,1.70416418569252,1.68890153097934,"ERBB3"
0.392518622643618,0.28179450982807,0.37004526975528,0.339412837286388,0.273057088792578,"ERBB3"
0.170074814313591,0.21402980384744,0.246367862351526,0.121099584649627,0.19462445054283,"ERCC1"
0.275652319860355,0.280015425549192,0.395973018675546,0.31895924230333,0.243767078084007,"ERCC1"
0.923189729136042,0.982332657055989,0.863616388591598,0.721390558703619,0.974963498223943,"ERCC1"
0.874295786395186,0.971079209770261,0.777371070233207,0.77976807223518,0.922534414344032,"ERCC1"
0.219856435974423,0.0969016058336395,0.300962594871771,0.234557581953883,0.144999968887502,"ESR1"
0.842695739157174,0.876912328457391,0.8483100595086,0.84203140483296,0.699865710909983,"HIF1A"
1.02028567354313,1.09577923124058,1.00916113966587,1.0026236539391,0.965999966152223,"HIF1A"
1.40108806687573,1.32643625345874,1.41313664732357,1.4457899528174,1.12720334464349,"HIF1A"
1.43708271036335,1.14924798112376,1.20125786125495,1.50233377980028,1.4642926364986,"IGFBP3"
1.21361414876587,0.960485939163307,1.0123490076831,1.23493854241719,1.36118656502726,"IGFBP3"
0.513385830934302,0.644115994638579,0.483335624645281,0.523238633487783,0.596406427158342,"MAPK1"
0.648441525036078,0.757100002529241,0.712822615868081,0.699566421546762,0.906318641588653,"MAPK1"
0.944212037700158,0.999274376465144,0.957837430365269,0.860769082554742,1.00290185421556,"MAPK1"
1.20216383332021,1.11953495778328,1.24348826023436,1.27779434495113,1.17557734740215,"MET"
1.10910486100848,1.17187851553152,1.10950822148352,1.20006098194334,1.12943974460458,"MLH1"
0.873347568554679,0.715226647358969,0.749263392058749,0.72268505324713,0.634193533589578,"MSH2"
0.540012625213233,0.471158716327451,0.565990201923549,0.503288757484808,0.328261062665004,"MSH2"
1.5913902428296,1.51538321801064,1.61113087911323,1.60581820935421,1.54451463654263,"MSH6"
1.70702779203473,1.73432515980601,1.66706985572877,1.64986734907229,1.7033257886937,"MYC"
1.56998116074623,1.61913093363465,1.53924274719144,1.55515100498609,1.46932116344737,"MYC"
1.56496881045604,1.41930169012872,1.51691282669937,1.57558497732704,1.52789244151139,"NCOA3"
0.27339221577969,0.199808716220813,0.300535342226875,0.194521863917285,0.384153540153691,"NCOA3"
0.158503075126898,0.0715543110938638,0.0628600161750651,0.13764527438931,0.0913536693004738,"PGR"
0.116928735441059,0.325674312034544,0.293525082711385,0.241226290214736,0.309095196713237,"PMS2"
