"HOX424 Control Day1 2","HOX424 Control Day7 2","HOX424 Control Day14 2","Molecule"
5.626951042,5.46244616,5.580468591,"AKT1"
8.994139565,9.051459576,9.11626984,"AKT1"
9.491012656,9.283532192,9.119591064,"AKT1"
5.757910139,6.169505776,5.83666727,"BRCA1"
7.137836499,7.239066409,7.071108129,"BRCA1"
5.948241046,5.743128711,5.91538922,"BRCA1"
6.875870826,6.896654081,6.905987059,"BRCA1"
8.284730965,8.545421474,7.946607515,"CCNB1"
10.95738645,10.92067229,11.49352043,"CCND1"
10.641104,10.59462249,11.02445852,"CDH1"
6.431998622,6.37998477,6.640935065,"CDK2"
8.71691997,8.62259172,8.923054565,"CDK2"
7.812032594,7.624169752,7.708594324,"CDKN1B"
8.530071961,8.54794482,8.292628646,"CDKN1B"
10.54298551,10.34889243,10.82094758,"CLDN7"
6.202043809,6.611298242,6.329054598,"CTNNB1"
5.467092033,5.344296476,5.501662506,"CTNNB1"
8.060139617,8.331135416,8.516154898,"CTNNB1"
8.041098721,8.363760904,8.271089957,"CTNNB1"
5.877766542,5.967431166,5.751803414,"CTNNB1"
5.389288302,5.628690824,5.578741839,"CTNNB1"
5.511033527,5.76006732,5.325561716,"CTNNB1"
5.852896712,5.955643166,5.974556638,"EGFR"
5.349673121,5.259637891,5.441096049,"EGFR"
5.463045421,5.344358991,5.294706633,"EGFR"
6.888152096,7.043025796,7.053263284,"EGFR"
5.922491322,5.588231279,5.636221874,"ERBB2"
6.409085164,6.354951937,6.649149847,"ERBB2"
13.7464889,13.71080619,13.91446726,"ERBB2"
6.538444009,6.475981286,6.794202995,"ERBB3"
9.814976691,9.466867499,9.805034134,"ERBB3"
5.909949087,5.700426732,5.8274263,"ERBB3"
5.545450601,5.35626757,5.563925892,"ERCC1"
5.572192733,5.903850313,5.554581911,"ERCC1"
6.895752336,6.747743192,6.924026327,"ERCC1"
7.012673255,6.697566854,6.98893645,"ERCC1"
5.548590341,5.474994624,5.715286043,"ESR1"
6.910519697,7.068606117,6.652590425,"HIF1A"
7.366836857,7.415480868,7.235269903,"HIF1A"
8.499451811,8.886261567,8.520438537,"HIF1A"
8.677124591,8.07111552,9.647294824,"IGFBP3"
8.113764081,7.589163761,8.93545072,"IGFBP3"
5.91312301,6.00199126,6.08279013,"MAPK1"
6.716453197,6.303469462,6.405734241,"MAPK1"
7.00116495,7.046589541,6.844454088,"MAPK1"
7.945206684,8.022941556,8.113051631,"MET"
7.523908034,7.665211293,7.580007826,"MLH1"
6.695842003,6.844785354,6.543648444,"MSH2"
6.020857922,6.309072385,6.042132827,"MSH2"
8.919624142,9.063432336,8.915751391,"MSH6"
9.840178106,10.14508442,9.418861847,"MYC"
9.164156018,9.501893223,8.760503811,"MYC"
8.914874658,9.062940044,8.979911493,"NCOA3"
5.76563627,5.738445767,5.602667601,"NCOA3"
5.287332886,5.210851636,5.371750388,"PGR"
5.684156884,5.927906398,5.615767257,"PMS2"
8.711726895,8.894075613,8.792160617,"PMS2"
5.450795669,5.581579715,5.602044655,"PMS2"
8.022087445,8.029420735,7.983219121,"PTEN"
13.09848549,12.76301579,13.04673423,"RPS6"
12.94526904,12.37342354,12.82508626,"RPS6"
5.614976052,5.861531398,6.084888035,"SERPINE1"
7.563341668,7.425799046,7.424334441,"VIM"
6.108412502,6.226407589,6.726587734,"VIM"
