"OV1002 Carbo Day1","OV1002 Carbo Day2","OV1002 Carbo Day4","OV1002 Carbo Day7","OV1002 Carbo Day14","Molecule","OV1002 Carbo Day1 adj.p.val","OV1002 Carbo Day2 adj.p.val","OV1002 Carbo Day4 adj.p.val","OV1002 Carbo Day7 adj.p.val","OV1002 Carbo Day14 adj.p.val"
2.52100078949073,-0.0192984936293685,0.0473318473373827,-0.00070694560794804,-0.0133570768108378,"AKT1",0.000498176546060142,2.88695449963611e-08,3.18245297482754e-08,0.0268024300200101,0.0271201864218116
3.31818719177517,-0.0274485295603282,0.0450845817327923,-0.0398827442976444,0.054283624008189,"AKT1",2.89040532866868e-05,1.88985006543269e-08,5.19542926619633e-09,0.015232347116523,0.0153405500661814
3.37945006270552,-0.0154234450121788,0.0353530252155356,0.0200429145000944,-0.0420397037580873,"AKT1",2.67178354096647e-05,1.58771535805986e-07,1.40704476252388e-08,0.015232347116523,0.0153405500661814
2.61095691640368,0.00565928447362607,-0.0423125527671582,-0.00820362036231437,0.0583449672192966,"BRCA1",0.000357646114646846,1.04299123902699e-07,3.59927449501792e-09,0.0268024300200101,0.0259063803490981
2.73613020215591,0.00439727160292991,0.0145719787472558,-0.00879454320585893,-0.0101747071443263,"BRCA1",0.000230864232942564,7.612348646869e-09,4.0913448765803e-09,0.0237020607710171,0.0236975649683826
2.58861783897534,-0.0278851285143338,0.00239989427711551,0.0213688248795849,0.0103523879827736,"BRCA1",0.000394751991491478,8.79067607567316e-08,4.43123165931702e-08,0.0268024300200101,0.0260838077015355
2.62764548695351,0.0334049497530513,-0.00650806394543268,-0.00480850850062753,0.0341052009909131,"BRCA1",0.000336681261431042,3.61973325793362e-08,3.59927449501792e-09,0.0250351737737637,0.0249614603173568
3.08509682763041,-0.0333043333892364,0.0708468004073897,0.0262153661508524,-0.0145478118511972,"CCNB1",5.41203254701333e-05,3.61973325793362e-08,1.29837115559864e-08,0.015232347116523,0.0167548356631872
3.46206888697857,-0.077965518807916,0.0404697731214876,0.0560168045166929,-0.0118486192772629,"CCND1",2.00558670249312e-05,8.79067607567316e-08,8.82980906376298e-08,0.015232347116523,0.0153405500661814
3.50677118603996,-0.0533061342466152,0.057490585219754,-0.0139771007586065,0,"CDH1",1.95607144920381e-05,8.85551955538272e-07,5.10573218926729e-08,0.015232347116523,0.0153405500661814
2.84227009786693,0.045865560968557,0.00906714295737654,-0.0532205389027793,-0.012377394201375,"CDK2",0.000133054386493648,1.30320450446775e-07,6.86848194114857e-09,0.0202150342794442,0.020216103393488
3.26348231614044,-0.0140006708102107,0.0936604988125596,-0.00687651432892622,-0.0530491444688126,"CDK2",3.0673934102638e-05,4.7622170037935e-08,2.56848099636153e-08,0.015232347116523,0.0153405500661814
2.92368736545373,0.0035195045480223,-0.00912244594855327,-0.0345308564490212,0.0278655476964644,"CDKN1B",0.000105086943899246,1.23461539051e-08,2.75808677803831e-08,0.019711027674536,0.0197239546829614
2.88200941239701,0.0578858200635448,-0.034755541233686,0.00760452954734347,-0.0229316429642488,"CDKN1B",0.000120313176295012,2.07295140334253e-08,1.24676964595683e-08,0.0196838462462929,0.0197239546829614
3.30682402803558,-0.0300776956422752,-0.0185807321442151,0.0561409484953894,-0.00368097183869898,"CLDN7",2.89040532866868e-05,2.85151597958061e-08,3.59927449501792e-09,0.015232347116523,0.0153405500661814
2.45179459932868,0.0409768205452394,-0.056638696686969,0.0299464419759738,-0.00105320880304749,"CTNNB1",0.000609939501049461,7.42853751483645e-08,3.59927449501792e-09,0.0275374225078027,0.0271683181654057
2.447021899671,0.00415186833346004,0.00176922246979849,-0.0276021018227128,0.0259809463262264,"CTNNB1",0.000614887113519772,3.18557861186255e-08,1.00267088911774e-08,0.0276241787629117,0.0271683181654057
2.95310704286774,0.00434554493926598,-8.88178419700125e-16,-0.0302457178052542,0.0302457178052542,"CTNNB1",9.56597947561772e-05,7.612348646869e-09,3.59927449501792e-09,0.0196838462462929,0.0197239546829614
2.87410971439873,-0.00420897229309913,-0.0122834738792941,0.0178300281503585,-0.0104155471587202,"CTNNB1",0.000121727549167295,2.92015100689557e-08,1.55177449395809e-08,0.019711027674536,0.0197600519424963
