"HOX424 Carbo Day1","HOX424 Carbo Day2","HOX424 Carbo Day4","HOX424 Carbo Day7","HOX424 Carbo Day14","Molecule"
2.54748595509981,2.42727975596447,2.58226665219755,2.58226665219755,2.52902573497507,"AKT1"
3.22987894607329,3.25676710081491,3.25676710081491,3.24417327042755,3.21823074739713,"AKT1"
3.2775744505555,3.2775744505555,3.3001425897137,3.2775744505555,3.22987894607329,"AKT1"
2.58226665219755,2.58226665219755,2.52902573497507,2.5971621144071,2.55889291291797,"BRCA1"
2.8640253939867,2.92019935660167,2.88507839139755,2.79211933830568,2.8640253939867,"BRCA1"
2.64078170162887,2.64078170162887,2.61180355307462,2.5383583522294,2.5971621144071,"BRCA1"
2.73103343296509,2.83248604352084,2.73103343296509,2.70312326734325,2.71624233690494,"BRCA1"
3.06419258149948,3.0852299748186,2.99355483914712,2.97095280643687,3.01943908347727,"CCNB1"
3.44141934666696,3.44141934666696,3.44141934666696,3.44141934666696,3.44141934666696,"CCND1"
3.40864216577564,3.40864216577564,3.40864216577564,3.40864216577564,3.40864216577564,"CDH1"
2.67431031887822,2.6589363565952,2.5971621144071,2.6589363565952,2.68810027120049,"CDK2"
3.18579038000884,3.16340247265061,3.13430684894822,3.13430684894822,3.16340247265061,"CDK2"
2.99355483914712,2.99355483914712,2.9359578240166,2.9359578240166,2.9359578240166,"CDKN1B"
3.13430684894822,3.18579038000884,3.16340247265061,3.18579038000884,3.0852299748186,"CDKN1B"
3.38620937052632,3.38620937052632,3.38620937052632,3.38620937052632,3.38620937052632,"CLDN7"
2.56910613080458,2.6259864589759,2.79211933830568,2.6259864589759,2.70312326734325,"CTNNB1"
2.41409397254346,2.47271035548191,2.45621137564512,2.43849814013374,2.43849814013374,"CTNNB1"
3.03783660385353,3.01943908347727,3.0852299748186,3.03783660385353,3.03783660385353,"CTNNB1"
2.95194691433768,3.03783660385353,3.06419258149948,3.01943908347727,2.97095280643687,"CTNNB1"
2.4801691705482,2.5383583522294,2.55889291291797,2.50293837462382,2.51056919633973,"CTNNB1"
2.45621137564512,2.45621137564512,2.47271035548191,2.44694578859473,2.4801691705482,"CTNNB1"
2.42727975596447,2.41409397254346,2.41409397254346,2.46444997412691,2.46444997412691,"CTNNB1"
2.6259864589759,2.56910613080458,2.54748595509981,2.55889291291797,2.61180355307462,"EGFR"
2.44694578859473,2.39553985197135,2.43849814013374,2.39553985197135,2.41409397254346,"EGFR"
2.43849814013374,2.46444997412691,2.48744393523453,2.42727975596447,2.39553985197135,"EGFR"
2.84768910891706,2.79211933830568,2.83248604352084,2.84768910891706,2.83248604352084,"EGFR"
2.49452082511373,2.51056919633973,2.5383583522294,2.45621137564512,2.5383583522294,"ERBB2"
2.61180355307462,2.70312326734325,2.64078170162887,2.67431031887822,2.67431031887822,"ERBB2"
3.73170874351933,3.73170874351933,3.73170874351933,3.73170874351933,3.73170874351933,"ERBB2"
2.68810027120049,2.68810027120049,2.68810027120049,2.74862251937681,2.6589363565952,"ERBB3"
3.32847050777526,3.32847050777526,3.32847050777526,3.32847050777526,3.2775744505555,"ERBB3"
2.51881264922974,2.50293837462382,2.51056919633973,2.52902573497507,2.47271035548191,"ERBB3"
2.51056919633973,2.51881264922974,2.44694578859473,2.47271035548191,2.51881264922974,"ERCC1"
2.55889291291797,2.54748595509981,2.42727975596447,2.51881264922974,2.44694578859473,"ERCC1"
2.81375827879612,2.73103343296509,2.71624233690494,2.83248604352084,2.74862251937681,"ERCC1"
2.74862251937681,2.74862251937681,2.81375827879612,2.81375827879612,2.79211933830568,"ERCC1"
2.46444997412691,2.43849814013374,2.50293837462382,2.4801691705482,2.50293837462382,"ESR1"
2.71624233690494,2.81375827879612,2.70312326734325,2.71624233690494,2.84768910891706,"HIF1A"
2.88507839139755,2.8640253939867,2.8640253939867,2.88507839139755,2.90072338505105,"HIF1A"
3.16340247265061,3.13430684894822,3.18579038000884,3.06419258149948,3.06419258149948,"HIF1A"
3.0852299748186,2.95194691433768,3.01943908347727,3.25676710081491,3.32847050777526,"IGFBP3"
2.90072338505105,2.90072338505105,2.95194691433768,3.0852299748186,3.25676710081491,"IGFBP3"
2.5383583522294,2.5971621144071,2.6259864589759,2.64078170162887,2.54748595509981,"MAPK1"
2.70312326734325,2.67431031887822,2.6589363565952,2.73103343296509,2.58226665219755,"MAPK1"
2.83248604352084,2.84768910891706,2.84768910891706,2.8640253939867,2.73103343296509,"MAPK1"
2.97095280643687,2.97095280643687,2.97095280643687,2.95194691433768,2.95194691433768,"MET"
2.9359578240166,2.9359578240166,2.92019935660167,2.92019935660167,2.92019935660167,"MLH1"
2.79211933830568,2.71624233690494,2.74862251937681,2.68810027120049,2.81375827879612,"MSH2"
2.6589363565952,2.55889291291797,2.56910613080458,2.51056919633973,2.64078170162887,"MSH2"
3.25676710081491,3.21823074739713,3.24417327042755,3.21823074739713,3.24417327042755,"MSH6"
3.3001425897137,3.3001425897137,3.2775744505555,3.3001425897137,3.3001425897137,"MYC"
3.20197879365459,3.24417327042755,3.20197879365459,3.16340247265061,3.20197879365459,"MYC"
3.24417327042755,3.22987894607329,3.22987894607329,3.22987894607329,3.18579038000884,"NCOA3"
2.47271035548191,2.49452082511373,2.51881264922974,2.56910613080458,2.45621137564512,"NCOA3"
2.39553985197135,2.44694578859473,2.39553985197135,2.41409397254346,2.42727975596447,"PGR"
2.50293837462382,2.48744393523453,2.4801691705482,2.49452082511373,2.48744393523453,"PMS2"
3.21823074739713,3.20197879365459,3.21823074739713,3.20197879365459,3.13430684894822,"PMS2"
2.48744393523453,2.4801691705482,2.49452082511373,2.48744393523453,2.49452082511373,"PMS2"
3.01943908347727,3.06419258149948,3.03783660385353,2.99355483914712,2.99355483914712,"PTEN"
3.65992229412316,3.65992229412316,3.65992229412316,3.65992229412316,3.65992229412316,"RPS6"
3.55253772584203,3.55253772584203,3.55253772584203,3.55253772584203,3.55253772584203,"RPS6"
2.52902573497507,2.52902573497507,2.46444997412691,2.54748595509981,2.56910613080458,"SERPINE1"
2.92019935660167,2.88507839139755,2.90072338505105,2.90072338505105,2.88507839139755,"VIM"
2.5971621144071,2.61180355307462,2.67431031887822,2.61180355307462,2.6259864589759,"VIM"
