"OV1002 Control Day1","OV1002 Control Day7","OV1002 Control Day14","Molecule"
0.485622127496489,0.412160058564463,0.255816509250882,"AKT1"
1.75341261419232,1.8062716188438,1.79170932192426,"AKT1"
1.86019716314156,1.87929669273874,1.89844756746732,"AKT1"
0.553265905307186,0.527789971424408,0.384127178410197,"BRCA1"
0.743964090680717,0.680799404182665,0.691785713449692,"BRCA1"
0.398112588980475,0.491540806734377,0.394197072687794,"BRCA1"
0.413557470514525,0.530561320355993,0.504961444917097,"BRCA1"
1.44588173824193,1.41158020758201,1.44800266885155,"CCNB1"
1.8464144059963,1.8838949841345,1.85908674473501,"CCND1"
1.91295392710801,1.93439439736087,1.97593641443242,"CDH1"
0.990511545252364,0.979334469887363,1.08164049946314,"CDK2"
1.68479020182887,1.71654780157622,1.77789232707729,"CDK2"
1.13828598263449,1.13716811383445,1.03102795019201,"CDKN1B"
1.1332429530735,0.957766845667034,1.09634326301491,"CDKN1B"
1.83066920730301,1.76036937288373,1.80337127248306,"CLDN7"
0.246089434651106,0.0898472359097844,0.276895831083481,"CTNNB1"
0.121027335188604,0.204224731607512,0.156435307580798,"CTNNB1"
1.16825004290625,1.20383299191359,1.25398167808337,"CTNNB1"
1.09640611390105,1.19304691432743,1.16597460319401,"CTNNB1"
0.333999022668076,0.327415208460831,0.388571867679643,"CTNNB1"
0.141399634271154,0.268400868375378,0.26838592226579,"CTNNB1"
0.182294226861628,0.224157876861978,0.244800689883861,"CTNNB1"
0.521985358150833,0.576507661032699,0.540998995598967,"EGFR"
0.13938882164804,0.038098580420498,0.0504928652153561,"EGFR"
0.0304944302343074,0.20844261910363,0.0245776486680585,"EGFR"
0.620994690597692,0.530040959681745,0.498925974716151,"EGFR"
0.238412194966492,0.0549320876352338,0.139632361875303,"ERBB2"
0.00455114715853218,0.0725093787329826,0.0465533909846883,"ERBB2"
1.70096418769384,1.71795580058707,1.76592745714558,"ERBB2"
0.492025044417723,0.58420496122869,0.524511338091224,"ERBB3"
1.69354670725868,1.6856896509163,1.7070141605436,"ERBB3"
0.464068290768122,0.31500114177197,0.345789804320804,"ERBB3"
0.300542782603508,0.430186357323549,0.367998989343366,"ERCC1"
0.593651346607756,0.661743076145094,0.745143001152354,"ERCC1"
1.36601251678529,1.36592426587172,1.33391319476231,"ERCC1"
1.34637966229781,1.38094901820632,1.39223780746109,"ERCC1"
1.679683034545,1.69780081185581,1.75072522810467,"ESR1"
0.605308279978867,0.667907319910639,0.660088450541403,"HIF1A"
0.987220460686684,0.954848158138152,0.883992987422817,"HIF1A"
1.11969339505392,1.05380631144819,0.957957435592743,"HIF1A"
1.9315389034224,1.78500600603987,1.66160752599258,"IGFBP3"
1.84045660759594,1.69442061681759,1.45208026517534,"IGFBP3"
0.301753239577457,0.401715162022529,0.231206130190455,"MAPK1"
0.656313644930008,0.695478116230635,0.679391789296315,"MAPK1"
0.720841545986837,0.677657827059651,0.702503411007051,"MAPK1"
0.979340802187866,1.04149894392867,0.940423920601459,"MET"
1.20458409891435,1.16810327961953,1.17034820912367,"MLH1"
0.617877699785569,0.639136173476622,0.737321608090847,"MSH2"
0.303757948618972,0.275593401306066,0.401384575547544,"MSH2"
1.73084673886301,1.66499514562794,1.78107469260387,"MSH6"
1.51390083932844,1.64415672557988,1.6793659605282,"MYC"
1.07092650248602,1.16425274607847,1.26528702456861,"MYC"
1.37745541080072,1.37978010003953,1.33950799979385,"NCOA3"
0.300294487898129,0.279082435110744,0.303928070050104,"NCOA3"
0.0248994192011521,0.150042583128988,0.121278383258627,"PGR"
0.385618475386683,0.192768756774089,0.347672463777232,"PMS2"
1.08906117979226,1.08473617086652,1.20170983594473,"PMS2"
0.298155755064307,0.12340615919804,0.24128255173161,"PMS2"
1.17552164836422,1.12422471819908,1.03071372902628,"PTEN"
2.29054360960109,2.31662136237778,2.29087634373467,"RPS6"
2.20445767009007,2.19025258260791,2.21802599827128,"RPS6"
0.379028206820561,0.188117153238871,0.321995522982165,"SERPINE1"
1.88769219513292,1.89780722344085,1.84299735985721,"VIM"
1.70410043629462,1.76064336882905,1.66769725181426,"VIM"
