"OV1002 Control Day1 2","OV1002 Control Day7 2","OV1002 Control Day14 2","Molecule"
5.969388844,5.766149397,5.667070761,"AKT1"
10.22037785,10.46345202,10.18094327,"AKT1"
10.51394701,10.87412745,10.44426932,"AKT1"
5.834372923,6.070092393,6.213196613,"BRCA1"
6.740764502,6.329267912,6.308068998,"BRCA1"
6.241212077,5.768969819,6.019995014,"BRCA1"
6.00331172,6.030211626,5.710047176,"BRCA1"
8.811402716,8.64669507,8.327751047,"CCNB1"
10.60772336,10.64386761,10.63084945,"CCND1"
10.66292952,10.80929548,11.05363474,"CDH1"
7.150333345,7.158057116,7.037559558,"CDK2"
9.887674302,10.0131329,9.597178465,"CDK2"
7.557616743,7.514167636,7.406622859,"CDKN1B"
7.682494593,7.498252341,7.538965011,"CDKN1B"
10.1347215,10.29638641,10.17005887,"CLDN7"
5.499803118,5.48053688,5.586995443,"CTNNB1"
5.382198739,5.444161472,5.580630282,"CTNNB1"
7.62846533,7.746874939,8.015302142,"CTNNB1"
7.267923082,7.474990807,7.681513595,"CTNNB1"
5.763454621,5.631025544,5.821763073,"CTNNB1"
5.400917603,5.334595136,5.43219753,"CTNNB1"
5.594714886,5.551321346,5.482358992,"CTNNB1"
6.33277353,6.228161635,6.298021178,"EGFR"
5.492032126,5.309799658,5.358086836,"EGFR"
5.421162581,5.339112378,5.345872613,"EGFR"
6.164044122,6.098922009,6.108573402,"EGFR"
5.30481651,5.532932094,5.585501942,"ERBB2"
5.168100451,5.529656691,5.322466939,"ERBB2"
9.946604181,9.98257942,9.85070625,"ERBB2"
6.188795746,6.234998895,6.102546418,"ERBB3"
9.71122263,9.910946581,9.709319503,"ERBB3"
5.630588471,5.532410293,5.530244188,"ERBB3"
5.715590368,5.865654267,5.917857678,"ERCC1"
6.3436554,6.606191448,6.275105151,"ERCC1"
8.26256569,8.490479766,8.202444184,"ERCC1"
8.146073712,8.481199564,8.304877183,"ERCC1"
9.50100505,9.585471933,9.767845041,"ESR1"
6.418807898,6.41083276,6.46331937,"HIF1A"
6.978848931,6.788194536,7.010259129,"HIF1A"
7.68414092,6.992434235,7.316845356,"HIF1A"
10.34167726,9.797740965,11.50960844,"IGFBP3"
9.586504537,8.976868942,10.84009378,"IGFBP3"
5.567089021,5.611958784,5.552582511,"MAPK1"
6.459641296,6.204139109,6.366681294,"MAPK1"
6.435429138,6.336607513,6.451511981,"MAPK1"
7.48337905,7.376653469,7.161887485,"MET"
7.741230966,7.803534759,7.584805805,"MLH1"
6.451444575,6.11600998,6.332727033,"MSH2"
5.782321316,5.787817339,5.832377681,"MSH2"
9.840121743,9.906982095,9.710550597,"MSH6"
9.159798196,9.091136146,8.848346294,"MYC"
7.823209844,7.461831393,7.395218391,"MYC"
8.374696362,8.501190861,8.527902257,"NCOA3"
5.646928953,5.659910144,5.509999708,"NCOA3"
5.35841744,5.291577413,5.429204782,"PGR"
5.608547418,5.662433768,5.62753873,"PMS2"
7.28543856,7.174807632,7.342914491,"PMS2"
5.539799673,5.481679195,5.439307791,"PMS2"
7.614039057,7.534827888,7.605866101,"PTEN"
12.79774996,12.86978136,12.89479939,"RPS6"
12.21244248,12.08510755,12.20199139,"RPS6"
5.723097544,5.898735245,5.815290628,"SERPINE1"
10.17340226,9.736092779,10.99339929,"VIM"
9.673369133,9.084292293,10.19392151,"VIM"
