"HOX424 CarboTax Day1","HOX424 CarboTax Day2","HOX424 CarboTax Day4","HOX424 CarboTax Day7","HOX424 CarboTax Day14","Molecule"
-0.0369167587600869,-0.00824345289001727,0.0102130857453249,0.0483237165782424,2.54748595509981,"AKT1"
-0.0259425230304275,0,0.0334011801279459,0.0116481986761654,3.24417327042755,"AKT1"
0.0208073497405916,-0.0334011801279459,0,-0.0334011801279459,3.2775744505555,"AKT1"
0.0483237165782424,0.073445200845224,-0.0529106401566524,-0.0298671779429003,2.6259864589759,"BRCA1"
-0.0317475577360047,0,-0.0373892824804871,-0.0194759715506221,2.74862251937681,"BRCA1"
0.0445475804759914,-0.0102132178866112,-0.0643720878042418,0.0347806970977351,2.61180355307462,"BRCA1"
0,-0.0152030653962281,-0.0137899523222673,0.0163362850696398,2.6589363565952,"BRCA1"
-0.0701142674487318,-0.140752009801094,0.0442817647064104,0.0701142674487318,2.99355483914712,"CCNB1"
0.0552099761406453,0,0.0327771808913244,0,3.40864216577564,"CCND1"
-0.0327771808913244,0,-0.0327771808913244,0,3.44141934666696,"CDH1"
-0.0896861627816139,0.0153739622830269,-0.0623415657143824,0.0153739622830269,2.68810027120049,"CDK2"
-0.0162519537425387,0.0161884136457511,0,-0.0161884136457511,3.22987894607329,"CDK2"
-0.0416079248094436,-0.015989090321074,0.019005892099194,-0.0317475577360047,3.03783660385353,"CDKN1B"
0,-0.0676719447063712,0,0,2.97095280643687,"CDKN1B"
-0.0224327952493208,0,0,0,3.38620937052632,"CLDN7"
0.0141829059012788,0.0913197142686308,0.111450401495382,0,2.48744393523453,"CTNNB1"
0.0328518160512652,-0.00844764846099189,0.0514059366233819,-0.0196660326302571,2.42727975596447,"CTNNB1"
0.021037393319113,0.0657908913413254,-0.0223879073582247,-0.0657908913413254,3.16340247265061,"CTNNB1"
0.018397520376261,0.0263559776459514,0.0490768741296188,-0.0442817647064104,3.06419258149948,"CTNNB1"
0.0634540029678048,0.0865929180673728,-0.0216201757047667,-0.0347806970977351,2.5383583522294,"CTNNB1"
-0.00823859848178499,0.0421174031016598,-0.00727476468632959,0.046726998978698,2.47271035548191,"CTNNB1"
-0.0177132355113865,-0.0454305995174411,0.0581891816811964,-0.0244041675902733,2.44694578859473,"CTNNB1"
-0.0568803281713199,0,-0.13854252374137,0,2.51056919633973,"EGFR"
-0.0244041675902733,0,0.0131857834210081,0.0244041675902733,2.46444997412691,"EGFR"
-0.0317399039931248,0.00844764846099189,-0.0606715236737765,0.0771705035105659,2.39553985197135,"EGFR"
0.104019067105194,0.144565841573811,-0.0315393504658679,0.0403667052151508,2.90072338505105,"EGFR"
0.0242918241160166,0.0581891816811964,-0.0378588408578131,0.0195457029996535,2.55889291291797,"ERBB2"
0.129362776177583,-0.0153739622830269,-0.101452610555744,-0.129362776177583,2.70312326734325,"ERBB2"
0,0,0,0,3.73170874351933,"ERBB2"
-0.0429331617646014,-0.0281420657044529,-0.125658007595627,-0.0291639146052942,2.79211933830568,"ERBB3"
0,0,0.0283279180615637,0,3.3001425897137,"ERBB3"
-0.0354199776055752,-0.0830359809729044,0.0439082999681513,-0.038488400496913,2.5971621144071,"ERBB3"
-0.0229939611076215,0.0312325595894065,-0.00823859848178499,-0.00823859848178499,2.50293837462382,"ERCC1"
0.00933261725432866,0,0.0756586186593498,-0.0277891558896708,2.45621137564512,"ERCC1"
-0.0838635241440255,-0.0838635241440255,0,-0.0175890864117183,2.83248604352084,"ERCC1"
-0.0827248458310259,-0.0758770014007415,0.0827248458310259,0.061085905340593,2.81375827879612,"ERCC1"
0.025764566887184,-0.0488565644268677,0.0461022937478304,-0.025764566887184,2.43849814013374,"ESR1"
-0.0131190695616903,0.0434968189288747,0.117809019427462,0.0454992520335571,2.71624233690494,"HIF1A"
-0.036697991064349,0,0.108604046745368,-0.0163362850696398,2.8640253939867,"HIF1A"
0.0490768741296188,0.121597798509352,0.149272150801993,-0.0701142674487318,2.9359578240166,"HIF1A"
0.0575970151305176,0.0442817647064104,-0.214107492346542,0.0916751356714749,3.25676710081491,"IGFBP3"
0.092959053091866,-0.0157584674149307,-0.152758212455983,0.0858744150393225,3.0852299748186,"IGFBP3"
-0.0289781485542484,0,0.014641438667522,-0.014641438667522,2.58226665219755,"MAPK1"
0,-0.0621138122245894,-0.0131190695616903,0.0137899523222673,2.73103343296509,"MAPK1"
-0.0502671151905858,0,0.0163362850696398,0,2.84768910891706,"MAPK1"
0.0507534498351987,0.0484862770403991,0.0733554825454483,-0.019005892099194,2.92019935660167,"MET"
-0.034994982420268,0.0317475577360047,-0.019005892099194,0,2.95194691433768,"MLH1"
0.0573059803097471,0,0.0754606352760727,0,2.67431031887822,"MSH2"
0.0436195872217704,-0.0568803281713199,0.0636234077449971,0,2.56910613080458,"MSH2"
0.0421944767729663,0,0,0.0334011801279459,3.21823074739713,"MSH6"
0,0,-0.0283279180615637,0,3.32847050777526,"MYC"
-0.0208073497405916,0.0334011801279459,0.0259425230304275,0,3.13430684894822,"MYC"
0,0.0548282747465145,0.0223879073582247,0.0324403673882898,3.20197879365459,"NCOA3"
0,0.0415817997405381,0.0400803958295115,0.0386434786815428,2.51881264922974,"NCOA3"
0.0317399039931248,-0.0131857834210081,-0.0244041675902733,-0.0317399039931248,2.41409397254346,"PGR"
-0.0643720878042418,0.0158742746059217,-0.0560226849799896,-0.00707688987919664,2.4801691705482,"PMS2"
0,-0.0548282747465145,-0.0593437031583735,-0.0279001524187041,3.18579038000884,"PMS2"
