"HOX424 CarboTax Day1 3","HOX424 CarboTax Day4 3","HOX424 CarboTax Day7 3","HOX424 CarboTax Day14 3","Molecule"
-0.0184602201247448,0.0158742746059217,0.0286733058700697,-0.0783494651773555,"AKT1"
0,-0.0142943243542621,0.0268881547416164,-0.0334011801279459,"AKT1"
0.0225681391581971,0.0208073497405916,0,0,"AKT1"
0.058803762177702,-0.0876281067465028,-0.00912760287041614,0.0643175979748078,"BRCA1"
0.0525923478767152,0.036697991064349,-0.087713313080839,-0.0156449936535017,"BRCA1"
-0.0114069578181555,0.0400803958295115,-0.0233737392795796,-0.0670935460579312,"BRCA1"
0.0419320180267202,0.144565841573811,-0.18971507510848,-0.104019067105194,"BRCA1"
0.0416079248094436,0.114867765470944,-0.0416079248094436,0.0226020327102496,"CCNB1"
0,0,0,0,"CCND1"
0,0,0.0224327952493208,0,"CDH1"
-0.0288129484650299,-0.0573059803097471,0.0150229961427626,0.0150229961427626,"CDK2"
0.0116481986761654,0,0.0162519537425387,-0.0279001524187041,"CDK2"
-0.0674921691395931,0,0.0484862770403991,-0.112245667161806,"CDKN1B"
0.0290956237023954,0.11674881883599,-0.0290956237023954,0.0447534980222124,"CDKN1B"
0,0,-0.0224327952493208,0,"CLDN7"
-0.0818887887109008,-0.0289781485542484,0,0.0912745794546894,"CTNNB1"
0.0131857834210081,0,-0.0131857834210081,-0.0514059366233819,"CTNNB1"
-0.0992098911511272,-0.114867765470944,0.0290956237023954,0.0223879073582247,"CTNNB1"
0,-0.125565868797079,-0.0263559776459514,0,"CTNNB1"
0,-0.0865929180673728,-0.0160483712259993,-0.0131605213929684,"CTNNB1"
0.0718668606350144,-0.0733499626910663,0,0.0601641792700582,"CTNNB1"
0.00823859848178499,0.0164989798367894,-0.046726998978698,-0.00727476468632959,"CTNNB1"
0.0568803281713199,0.0131605213929684,-0.0426974222700411,-0.0329498976192952,"EGFR"
0,-0.0317399039931248,0,0.0185541205721167,"EGFR"
-0.0131857834210081,0.04295828816239,-0.0371702181624367,0.0177132355113865,"EGFR"
-0.0210529974108473,-0.0889960709624318,0.0713201126014331,0,"EGFR"
-0.073445200845224,-0.0143516545655262,0.0529106401566524,-0.0277891558896708,"ERBB2"
0,0,-0.0573059803097471,0.0838635241440255,"ERBB2"
0,0,0,0,"ERBB2"
-0.0131190695616903,0.0573059803097471,-0.0323801824718668,0.0827248458310259,"ERBB3"
0,-0.0283279180615637,0.0283279180615637,0,"ERBB3"
0.108865178450799,0,-0.0354199776055752,-0.0205345606885716,"ERBB3"
-0.025764566887184,-0.0626012735846198,0.0164989798367894,-0.0082603813550044,"ERCC1"
-0.072071056205989,0.0804268525702629,0.0160483712259993,-0.0528894145837286,"ERCC1"
-0.0555697706113789,0.0187277647247179,0.0555697706113789,-0.0651357594193076,"ERCC1"
0.0827248458310259,0.061085905340593,0.0279101656218388,0.0147910960601485,"ERCC1"
0.00727476468632959,0.0184565386353421,-0.00727476468632959,-0.0218104696318138,"ESR1"
-0.0651357594193076,-0.0838635241440255,0.154821922200922,-0.0288129484650299,"HIF1A"
-0.132991961021612,-0.0156449936535017,0.0163362850696398,-0.0403667052151508,"HIF1A"
0.021037393319113,0,-0.021037393319113,0.0157584674149307,"HIF1A"
0.0490768741296188,0,0.0657908913413254,0,"IGFBP3"
-0.0226020327102496,0.0508794326190545,0.108476447749572,0.0442817647064104,"IGFBP3"
0,0.0289781485542484,0.0131605213929684,-0.014641438667522,"MAPK1"
0,-0.0605222481763197,0.0137899523222673,0.0419320180267202,"MAPK1"
0.0555697706113789,-0.033930830120946,-0.0403667052151508,0,"MAPK1"
0,0,-0.015989090321074,-0.0317475577360047,"MET"
0,-0.0157584674149307,-0.0157584674149307,0.034994982420268,"MLH1"
0.0838635241440255,0.0429331617646014,0.0175890864117183,0,"MSH2"
0.121969052399126,0.0876281067465028,-0.107173809746156,-0.0175041855321796,"MSH2"
0,0.0268881547416164,-0.0125938303873543,-0.0142943243542621,"MSH6"
-0.0225681391581971,0.0283279180615637,-0.0283279180615637,0,"MYC"
0,-0.0334011801279459,-0.0324403673882898,0.0324403673882898,"MYC"
-0.0279001524187041,-0.0385763210039758,0.0440885660644552,-0.0385763210039758,"NCOA3"
-0.00727476468632959,-0.0714489776834384,0.00727476468632959,0.0260873603512466,"NCOA3"
0.0342122153481759,-0.0112183841692652,0.0244041675902733,0.0244041675902733,"PGR"
-0.0184565386353421,0.0302280191419086,0.0905275948413311,-0.0242918241160166,"PMS2"
0.0162519537425387,0,-0.0421944767729663,0.0593437031583735,"PMS2"
0.038488400496913,-0.0157191964212919,-0.0082603813550044,-0.0260873603512466,"PMS2"
0.0484862770403991,0.0473933709650645,-0.0668837974166601,-0.018397520376261,"PTEN"
0,0,0,0,"RPS6"
0,0,0,0,"RPS6"
-0.140950738761975,0.13271214028019,0.0681363794320307,0.0716974558578221,"SERPINE1"
0,-0.0561739626149711,0,0.0156449936535017,"VIM"
-0.0568803281713199,-0.0233737392795796,0.0288243445688008,0.0898302257906152,"VIM"
