"OV1002 CarboTax Day1","OV1002 CarboTax Day2","OV1002 CarboTax Day4","OV1002 CarboTax Day7","OV1002 CarboTax Day14","Molecule"
0.368182791376457,0.42455070002172,0.404138465976441,0.389941621035153,0.20987975218138,"AKT1"
1.72259093866333,1.83991150347697,1.84643282053991,1.82279208187821,1.81363699109976,"AKT1"
1.82044578932969,1.89807583995932,1.94536502278107,1.91149968590685,1.84879473600611,"AKT1"
0.361167115641063,0.452268131493237,0.588935327220395,0.477877105314325,0.400634395517974,"BRCA1"
0.741238378211591,0.723862972437303,0.949393197365026,0.746765386334269,0.775708453091491,"BRCA1"
0.549510920998786,0.450680758485934,0.447776728178944,0.424260593033456,0.491701756384291,"BRCA1"
0.526982188150535,0.457060651590524,0.719094788006478,0.578320130632698,0.441393776815277,"BRCA1"
1.30681656991348,1.31972206629808,1.39487809883573,1.6270582849731,1.54469629740094,"CCNB1"
1.75439154793763,1.88285370421346,1.93287927624879,1.88503391488251,1.85904026444741,"CCND1"
1.900513287389,1.98280893070069,1.94980794410417,1.99797249714907,1.90936049947897,"CDH1"
0.846736048802425,1.06826324312777,1.03873158610806,1.17856583126687,1.0223998206562,"CDK2"
1.64437086193072,1.8009415386074,1.86037588579034,1.86983672745953,1.72745095391801,"CDK2"
1.11027651148531,1.12460793698302,1.21824487931003,1.15285415174075,1.14378378213916,"CDKN1B"
1.31653292897968,1.10754523873306,1.3348521224573,1.07561820065222,1.10549532465988,"CDKN1B"
1.81465295542101,1.77422006820478,1.83868345019628,1.79777851486146,1.74758352417349,"CLDN7"
0.252580245237855,0.148825003715554,0.186013043767522,0.148285992490008,0.17464789782347,"CTNNB1"
0.0593923463763419,0.0453890355867307,0.205539846482492,0.0797350263652495,0.10657216260382,"CTNNB1"
1.0529325727868,1.21184706678011,1.01646162146408,1.20041451533801,1.1849814298096,"CTNNB1"
0.945102156587064,1.15581867662719,1.03469641112929,1.10545669617595,1.09377455367621,"CTNNB1"
0.435791209180933,0.357723999391882,0.463314223982562,0.346635446012623,0.397906551655813,"CTNNB1"
0.0904711856584024,0.327108203227894,0.201901179868043,0.327551459246269,0.0067005717482038,"CTNNB1"
0.0479653842542517,0.0156146559767895,0.191433974289246,0.177033592948778,0.387407286113556,"CTNNB1"
0.556771044619288,0.459615887102215,0.520126064115779,0.502262347332917,0.577415040272156,"EGFR"
0.128572982048557,0.111973928733303,0.0675385354580147,0.00081413390404715,0.0991013821252501,"EGFR"
0.101720652241227,0.176583050106047,0.136788816670802,0.196478461208076,-0.018068054486432,"EGFR"
0.598894142634364,0.541310778576944,0.499412930640033,0.596946822604649,0.590597897469322,"EGFR"
0.182407406614375,0.320028475863867,0.321321804599342,0.188211772093913,0.256515314591058,"ERBB2"
0.0949660808684111,-0.0533748613364819,-0.0488339373839006,0.0811630934407083,0.0577778326550531,"ERBB2"
1.75364582028951,1.75975349359476,1.74732810201028,1.78931833065992,1.71695325423154,"ERBB2"
0.727458177251771,0.603011359314631,0.403164721791092,0.641127470495694,0.519545428277489,"ERBB3"
1.73491058764284,1.76604473187617,1.72960181908775,1.76693800016215,1.59634360272732,"ERBB3"
0.289290335760934,0.23537376729872,0.270215349523041,0.384063731523501,0.26642059353325,"ERBB3"
0.272802831634671,0.379458630062954,0.207566332903781,0.295092266314232,0.406591816369799,"ERCC1"
0.495982169120738,0.563228166987625,0.498643783061944,0.533173020461588,0.584712173571435,"ERCC1"
1.39993650454633,1.31294297070512,1.33726882129086,1.30749755044283,1.34093858168083,"ERCC1"
1.41462842987792,1.33537266460994,1.33543992226459,1.3020762869493,1.30965288117531,"ERCC1"
1.763422983515,1.75940346561579,1.72523911870152,1.64738482645081,1.67809261173454,"ESR1"
0.606631002053195,0.668423153795239,0.683128394014479,0.638788796443613,0.689457315027122,"HIF1A"
0.717705895041144,0.9203817990211,0.836992333642435,1.02942794772474,0.90671565195901,"HIF1A"
1.26069857768755,1.05186628888113,1.19993910574163,1.08765142538203,1.14379807323249,"HIF1A"
1.9339534401647,1.53109084192746,1.58235925672202,1.73417774407994,1.87051966621266,"IGFBP3"
1.77978281658339,1.29767660368463,1.44583679002814,1.54760028983708,1.69740103045098,"IGFBP3"
0.390518695523474,0.335432909250844,0.336730965237342,0.316312975772405,0.310931197331694,"MAPK1"
0.623499696301667,0.643072503931252,0.588749298126176,0.597448431919271,0.610463519155827,"MAPK1"
0.787797512588076,0.702458688796752,0.595814979922876,0.712855930282567,0.688819863375726,"MAPK1"
1.00389301119188,0.934720076012647,1.02956743636971,1.10848066026211,1.00557491569025,"MET"
1.18903318889489,1.22685951302402,1.23920386938069,1.16505251294013,1.19071628947245,"MLH1"
0.719047715602204,0.61775858376467,0.749718181985093,0.584644731672936,0.664991229268838,"MSH2"
0.428488925396276,0.416242285417155,0.306364550797317,0.309717446832867,0.396038316591427,"MSH2"
1.7511498580605,1.81498002737475,1.79473541104811,1.70962832718571,1.74724590544467,"MSH6"
1.41997416716852,1.75398137534298,1.65664239023573,1.58575068237555,1.57409225110599,"MYC"
1.1524627189234,1.37965081471415,1.2115521298131,1.0039967857331,1.2469354504279,"MYC"
1.40827741040137,1.34416744940398,1.44790363528418,1.45582771550636,1.4584497673547,"NCOA3"
0.216895398048071,0.187907170402211,0.368935514979818,0.237935253473407,0.338567219876552,"NCOA3"
0.105970936793389,0.0706413893041816,0.19058584144482,0.017679531919121,0.236156787977575,"PGR"
0.213135269206316,0.295611878909453,0.209483990593091,0.242042954672994,0.264724497257202,"PMS2"
