"OV1002 CarboTax Day1","OV1002 CarboTax Day2","OV1002 CarboTax Day4","OV1002 CarboTax Day7","OV1002 CarboTax Day14","Molecule","OV1002 CarboTax Day1 adj.p.val","OV1002 CarboTax Day2 adj.p.val","OV1002 CarboTax Day4 adj.p.val","OV1002 CarboTax Day7 adj.p.val","OV1002 CarboTax Day14 adj.p.val"
2.52860797174733,0.0379448545856005,-0.031075428244403,0.0113345856848843,-0.0141467527592321,"AKT1",0.000480158137697448,1.15155181177717e-09,9.55855724362241e-08,0.0270034654481885,0.026772500271761
3.29410846947345,-0.00592191609766335,0.051227534034914,-0.00362467944028655,-0.00704814353817085,"AKT1",2.79620042939188e-05,3.92107947629311e-08,6.02270316951408e-08,0.0160117072015941,0.0153174962860839
3.39710965732467,0.000796204881138962,0.0348615743091587,-0.0133448791060031,-0.0308233061334269,"AKT1",2.51110061085964e-05,7.45665922303686e-08,2.10941749777783e-07,0.0160117072015941,0.0153174962860839
2.58121065956232,0.0425592252963245,0.0234474185185083,-0.0355283834940892,-0.0132527149283077,"BRCA1",0.000410810201177705,2.42691230534138e-08,2.23344154135647e-07,0.0262064392584299,0.0259576193215152
2.72877392444618,-0.000320761283618243,0.0473275008012939,-0.0250784830606863,-0.0178517461376781,"BRCA1",0.000240623896512507,5.66025827628031e-09,1.72568691106962e-08,0.0234354870026952,0.0238893148858653
2.60083333488908,-0.00745859191987641,-0.00366035966688072,-0.0140084081704979,0.041897655922337,"BRCA1",0.000377835735902063,3.66588405452433e-09,1.86667198180714e-09,0.0270034654481885,0.0259576193215152
2.63496362714074,-0.0281452678736538,0.045430879854313,-0.0512597296949977,0.0261814220000414,"BRCA1",0.000335176511768921,6.97610769940582e-08,4.21263215784383e-08,0.0262881334566382,0.0259576193215152
3.0556350302944,0.0124872534531546,0.024117561273671,0.0380109840627143,-0.0419254526426691,"CCNB1",6.16532430899567e-05,5.92550235564939e-09,1.12307449089788e-08,0.0160117072015941,0.0180036888999805
3.42122921870334,0.053752528293161,-0.0221713959814371,-0.0415820888289282,0.0441681852394291,"CCND1",2.51110061085964e-05,1.85155272541596e-07,7.59050712159228e-08,0.0160117072015941,0.0153174962860839
3.52475813104826,-0.0719477800331965,0.0359738900165985,0.0637534848103654,-0.0277795947937669,"CDH1",1.72277096951428e-05,7.45665922303686e-08,9.6099358373599e-08,0.0160117072015941,0.0153174962860839
2.84627330850574,-0.024760116120818,0.0837653493466179,0.039485683616665,-0.078542665930486,"CDK2",0.00013161978004667,7.14715176280926e-09,6.01162069091726e-08,0.0191960628952628,0.0197112495862696
3.25036345168831,0.027651196221588,0.0789638262452668,-0.0194445288247111,-0.0639360705339893,"CDK2",2.80169555805696e-05,3.66588405452433e-09,8.67309697951198e-08,0.0160117072015941,0.0153174962860839
2.88820844608463,-0.00465487848044788,0.0344788046314859,0.0363219781438371,-0.0571515485866367,"CDKN1B",0.000120136371836652,7.14715176280926e-09,2.24020373100059e-08,0.0191960628952628,0.0196758492131633
2.9290898289169,-0.0369254018051723,0.031314134751506,-0.0923813642091886,0.0867308560316271,"CDKN1B",9.78043432250741e-05,6.36279397870402e-08,9.80485226073418e-08,0.0202489964190909,0.0196758492131633
3.30951986464634,-0.0162703628642875,-0.0183833114689906,-0.00205337983830889,0.0174856543856863,"CLDN7",2.79620042939188e-05,8.69737829278983e-08,5.11615367211493e-09,0.0160117072015941,0.0153174962860839
2.48114784316027,-0.0109439330381549,-0.0177015312033997,0.0102982127195155,0.0168680286983376,"CTNNB1",0.00056729124553271,3.66588405452433e-09,1.15813356393995e-07,0.0274656456754265,0.0271231741607573
