"OV1002 Carbo Day1","OV1002 Carbo Day2","OV1002 Carbo Day4","OV1002 Carbo Day7","OV1002 Carbo Day14","Molecule"
2.56910613080458,2.51881264922974,2.58226665219755,2.56910613080458,2.61180355307462,"AKT1"
3.3001425897137,3.2775744505555,3.32847050777526,3.2775744505555,3.2775744505555,"AKT1"
3.40864216577564,3.32847050777526,3.44141934666696,3.44141934666696,3.38620937052632,"AKT1"
2.61180355307462,2.56910613080458,2.55889291291797,2.5971621144071,2.58226665219755,"BRCA1"
2.74862251937681,2.74862251937681,2.74862251937681,2.79211933830568,2.74862251937681,"BRCA1"
2.54748595509981,2.52902573497507,2.51056919633973,2.58226665219755,2.56910613080458,"BRCA1"
2.5971621144071,2.6259864589759,2.6589363565952,2.73103343296509,2.70312326734325,"BRCA1"
3.0852299748186,3.0852299748186,3.18579038000884,3.13430684894822,3.13430684894822,"CCNB1"
3.44141934666696,3.44141934666696,3.40864216577564,3.40864216577564,3.44141934666696,"CCND1"
3.55253772584203,3.40864216577564,3.55253772584203,3.55253772584203,3.55253772584203,"CDH1"
2.81375827879612,2.97095280643687,2.90072338505105,2.81375827879612,2.81375827879612,"CDK2"
3.24417327042755,3.3001425897137,3.38620937052632,3.32847050777526,3.3001425897137,"CDK2"
2.95194691433768,2.90072338505105,2.9359578240166,2.88507839139755,2.92019935660167,"CDKN1B"
2.90072338505105,2.9359578240166,2.95194691433768,2.97095280643687,2.83248604352084,"CDKN1B"
3.32847050777526,3.25676710081491,3.3001425897137,3.3001425897137,3.25676710081491,"CLDN7"
2.46444997412691,2.54748595509981,2.44694578859473,2.45621137564512,2.43849814013374,"CTNNB1"
2.44694578859473,2.41409397254346,2.45621137564512,2.39553985197135,2.46444997412691,"CTNNB1"
2.92019935660167,2.95194691433768,2.97095280643687,2.90072338505105,2.97095280643687,"CTNNB1"
2.84768910891706,2.8640253939867,2.92019935660167,2.8640253939867,2.8640253939867,"CTNNB1"
2.4801691705482,2.5971621144071,2.5383583522294,2.51881264922974,2.54748595509981,"CTNNB1"
2.43849814013374,2.46444997412691,2.47271035548191,2.44694578859473,2.45621137564512,"CTNNB1"
2.52902573497507,2.5383583522294,2.5971621144071,2.4801691705482,2.47271035548191,"CTNNB1"
2.64078170162887,2.6589363565952,2.68810027120049,2.64078170162887,2.5971621144071,"EGFR"
2.39553985197135,2.48744393523453,2.42727975596447,2.47271035548191,2.39553985197135,"EGFR"
2.41409397254346,2.42727975596447,2.4801691705482,2.43849814013374,2.44694578859473,"EGFR"
2.67431031887822,2.70312326734325,2.61180355307462,2.61180355307462,2.6589363565952,"EGFR"
2.47271035548191,2.51056919633973,2.43849814013374,2.52902573497507,2.49452082511373,"ERBB2"
2.42727975596447,2.39553985197135,2.39553985197135,2.42727975596447,2.4801691705482,"ERBB2"
3.22987894607329,3.13430684894822,3.22987894607329,3.24417327042755,3.21823074739713,"ERBB2"
2.6589363565952,2.64078170162887,2.6259864589759,2.67431031887822,2.64078170162887,"ERBB3"
3.13430684894822,3.18579038000884,3.21823074739713,3.21823074739713,3.16340247265061,"ERBB3"
2.55889291291797,2.50293837462382,2.50293837462382,2.48744393523453,2.48744393523453,"ERBB3"
2.49452082511373,2.45621137564512,2.52902573497507,2.5383583522294,2.52902573497507,"ERCC1"
2.70312326734325,2.67431031887822,2.64078170162887,2.6259864589759,2.67431031887822,"ERCC1"
3.03783660385353,3.03783660385353,3.01943908347727,3.01943908347727,2.99355483914712,"ERCC1"
2.99355483914712,3.01943908347727,3.03783660385353,3.03783660385353,3.01943908347727,"ERCC1"
3.18579038000884,3.16340247265061,3.20197879365459,3.22987894607329,3.18579038000884,"ESR1"
2.73103343296509,2.73103343296509,2.71624233690494,2.68810027120049,2.73103343296509,"HIF1A"
2.79211933830568,2.79211933830568,2.79211933830568,2.74862251937681,2.79211933830568,"HIF1A"
2.88507839139755,2.81375827879612,2.88507839139755,2.92019935660167,2.95194691433768,"HIF1A"
3.2775744505555,3.38620937052632,3.2775744505555,3.16340247265061,3.20197879365459,"IGFBP3"
