"HOX424 Carbo Day1","HOX424 Carbo Day2","HOX424 Carbo Day4","HOX424 Carbo Day7","HOX424 Carbo Day14","Molecule"
0.383605290920821,0.0929033907608714,0.454388873557542,0.45191153533144,0.329256623384079,"AKT1"
1.56081617788707,1.55644649747329,1.61588528149387,1.60365215485403,1.54025393194899,"AKT1"
1.6494479950928,1.56584967986784,1.6488223915733,1.63404642142495,1.54184630376121,"AKT1"
0.536020433950382,0.508958756300938,0.344515272161484,0.564383233077792,0.446727031624465,"BRCA1"
0.973857861383855,1.14009894672706,1.03022947363744,0.890899075950704,0.950634284723738,"BRCA1"
0.596473191365278,0.609984577770709,0.482622428492582,0.378419192836508,0.510474613164267,"BRCA1"
0.856335671895745,0.903846015730601,0.784445259236775,0.75454582744725,0.728774006868468,"BRCA1"
1.2527139935168,1.40411528125839,1.341296016019,1.24827265399029,1.33193075227817,"CCNB1"
1.8549373057458,1.78584050139063,1.84881331637643,1.85356894684649,1.79923180956447,"CCND1"
1.80957592061788,1.76603165043211,1.81791997697286,1.82726525148263,1.77393086364211,"CDH1"
0.69164548994218,0.630522241121101,0.456539235832387,0.682672856272819,0.695517985896172,"CDK2"
1.4852648391371,1.48086543394204,1.46554008620526,1.45432766690415,1.46413909090613,"CDK2"
1.21966944355536,1.2771819507275,1.25322784776109,1.19256137668537,1.12188235215602,"CDKN1B"
1.43210456238658,1.49631113022954,1.47166016049405,1.47844567834558,1.41106250082051,"CDKN1B"
1.79249135887762,1.7476110366999,1.79567814463085,1.81603223998848,1.77133609729538,"CLDN7"
0.516919479277138,0.604913314446811,0.843443655360446,0.611749838491143,0.697784871177388,"CTNNB1"
0.00275752002180514,0.173628745436584,0.172599422921186,0.147744888522692,0.13253853934609,"CTNNB1"
1.24419240457914,1.32934736196274,1.43478221979455,1.34493623772516,1.34394555546077,"CTNNB1"
1.16501946445105,1.3398118426629,1.40652408472647,1.33072278977323,1.2548571569985,"CTNNB1"
0.232688987895061,0.346254925243966,0.401555729103617,0.304118384574383,0.281403131844475,"CTNNB1"
0.17932170490792,0.15289837073062,0.185403345657067,0.151923397638812,0.219120059399702,"CTNNB1"
0.069961545790238,0.0718706767674905,0.0758377387089119,0.163412628929467,0.210260682246313,"CTNNB1"
0.557272833106951,0.4731534181515,0.399145986135231,0.434273012749994,0.514000110044951,"EGFR"
0.0856413405610531,0.0550901659441073,0.164471526300349,0.0455193505180699,0.0923106604940767,"EGFR"
0.0719817357037893,0.161412108678206,0.207536566249909,0.0903856408212945,0.0528111852670685,"EGFR"
0.932821844346384,0.884394094061283,0.914900109648379,0.94504612178863,0.830910567309685,"EGFR"
0.24864231309399,0.310944785217049,0.393901413147821,0.153141209829648,0.356583119799835,"ERBB2"
0.544253415892543,0.749001546594535,0.588656478922329,0.684409031551772,0.679246523806603,"ERBB2"
1.94147231217115,1.88239370320662,1.93386456948184,1.93382335109185,1.91620720199054,"ERBB2"
0.815867730335771,0.708827039371513,0.717348318652774,0.835626063485463,0.628175854627188,"ERBB3"
1.69813931737661,1.6774434894263,1.72570189321118,1.73939894103559,1.62438769262819,"ERBB3"
0.312761394838949,0.296577985172435,0.275380153887248,0.348222503433205,0.210486166668556,"ERBB3"
0.27346392645592,0.331390815540434,0.170542583295594,0.175402264590907,0.286542730111409,"ERCC1"
0.397656389170844,0.364678475576201,0.156297550243219,0.341747385901237,0.142543038228286,"ERCC1"
0.911095985624807,0.802702857730623,0.783182651777799,0.915160558520252,0.789552138006989,"ERCC1"
0.860896606937749,0.814276445912995,0.891213941215215,0.905835694929264,0.804516923688029,"ERCC1"
0.191207356016679,0.123784551704249,0.264937129316417,0.180286158100519,0.243380741705593,"ESR1"
0.834390061752875,0.902451314194389,0.768889009196309,0.781319721043856,0.894165642981986,"HIF1A"
1.00132119989942,1.04002355674435,0.995853888063822,1.01158888288112,1.03011974778035,"HIF1A"
1.45817329651143,1.42554613444929,1.48350848249451,1.38944249001065,1.40550987098123,"HIF1A"
1.31690712457929,1.20790978431454,1.35778834289362,1.60931764893182,1.67897463297982,"IGFBP3"
1.05647735036738,1.07545993912789,1.26999115829365,1.41363030212683,1.55886663030338,"IGFBP3"
0.34416162099661,0.552815074142734,0.542753385939365,0.671630243058971,0.435119555677858,"MAPK1"
0.821610613759862,0.685651358461879,0.610261538925881,0.78471925180973,0.504764242290303,"MAPK1"
0.926326831894271,0.977823250714734,0.970437299478741,0.990742244281995,0.783179470749783,"MAPK1"
1.21677975231054,1.25781085445381,1.33095874536329,1.22728425072922,1.16288658290919,"MET"
1.10681573901101,1.169949191259,1.21579315095024,1.12628688877778,1.1097182554799,"MLH1"
0.879079563101591,0.768751536927791,0.807229606064341,0.712704618973349,0.811345359313933,"MSH2"
0.681683315751757,0.395698519781561,0.43891903694553,0.331158652475917,0.563940494296799,"MSH2"
1.58504722027623,1.52682928902371,1.6017421729741,1.52409069052806,1.55803478916722,"MSH6"
1.6624027282014,1.64752716087416,1.64539605440539,1.64234653574531,1.64676769088476,"MYC"
1.51691470550976,1.55619529601685,1.4857163862456,1.45789582209512,1.52320448366825,"MYC"
1.5634046721738,1.53876411665745,1.59549150620953,1.56337863608447,1.49603838727675,"NCOA3"
0.224778398115894,0.268850680260436,0.301052563839888,0.434757252024024,0.206401004986686,"NCOA3"
-0.0185339524305649,0.129737813285559,0.0479742472201419,0.0879754171709396,0.130993602133864,"PGR"
0.266980914825144,0.250742557142774,0.206874537770134,0.263718163954692,0.219960396364244,"PMS2"
